"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards reliable web applications: ISO 19761","M. A. Talib; E. Mendes; A. Khelifi","College of Information Technology, Zayed University, UAE; College of Information Technology, Zayed University, UAE; Software Engineering Department, ALHOSN University, UAE","IECON 2012 - 38th Annual Conference on IEEE Industrial Electronics Society","","2012","","","3144","3148","This research adopts a new scenario-based black box testing methodology for testing web applications. It combines a black box testing strategy with the functions (scenarios) measured by the COSMIC-FFP measurement procedure (ISO/IEC 19761 standard) to produce an optimal set of test cases. This testing approach shows its applicability during all the development phases. Moreover, it can be applied during the early development phase once the specifications have been documented as well as after the development phase where we don't have the access to the code. This paper also considers the use of a functional complexity measure for assigning priorities to the generated test cases. Finally, those concepts have been applied on part of Online Banking System as a case study.","1553-572X;1553-572X","978-1-4673-2421-2978-1-4673-2419-9978-1-4673-2420","10.1109/IECON.2012.6389396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6389396","Web applications testing;COSMIC-FFP;ISO 19761","ISO;Indexes;Ice;IEC standards","IEC standards;Internet;ISO standards;program testing;software metrics","Web application testing;scenario-based black box testing;COSMIC-FFP measurement procedure;ISO/IEC 19761 standard;functional complexity measure;online banking system","","1","12","","","","","","IEEE","IEEE Conferences"
"Optimal load economic distribution research and engineering realization","Huang yu; Han Pu; Zhao Yun; Li Yong-ling; Wang Dong-feng","Hebei Engineering Research Center of Simulation Optimized Control for Power Generation, North China Electric Power University, Baoding, 071003, China; Hebei Engineering Research Center of Simulation Optimized Control for Power Generation, North China Electric Power University, Baoding, 071003, China; Hebei Engineering Research Center of Simulation Optimized Control for Power Generation, North China Electric Power University, Baoding, 071003, China; Hebei Engineering Research Center of Simulation Optimized Control for Power Generation, North China Electric Power University, Baoding, 071003, China; Hebei Engineering Research Center of Simulation Optimized Control for Power Generation, North China Electric Power University, Baoding, 071003, China","2012 24th Chinese Control and Decision Conference (CCDC)","","2012","","","1990","1995","Nowadays, the difference between peak and lowest of load in electricity market is increasing. Central command requires the power plant to complete the load demand quickly. For this situation, we use particle swarm optimization to solve load economic distribution. We change the weight between speed and economy within the plant, taking into account the auxiliary running. Make the power plant keep up with the central command and keep the unit running at lower coal consumption. Tests show that: Our algorithm is stable and reliable. And we have developed thermal power plant load distribution software, which has been put into commercial operation.","1948-9439;1948-9447","978-1-4577-2074-1978-1-4577-2073-4978-1-4577-2072","10.1109/CCDC.2012.6244321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6244321","Optimal Load distribution;Particle Swarm Optimization;Mathematical Model;Engineering Realization","Coal;Power generation;Mathematical model;Fitting;Equations;Curve fitting;Standards","electricity supply industry;load distribution;particle swarm optimisation;power engineering computing","optimal load economic distribution research;engineering realization;electricity market load;particle swarm optimization;thermal power plant load distribution software","","","10","","","","","","IEEE","IEEE Conferences"
"A UML Model Based White Box Reliability Prediction to Identify Unreliable Components","D. Hong; T. Gu; J. Baik","NA; NA; NA","2011 Fifth International Conference on Secure Software Integration and Reliability Improvement - Companion","","2011","","","152","159","In general, existing reliability analysis techniques have a limitation in that they normally require run-time information to assess a software system's reliability. So, reliability analysis has been delayed until system testing or operation where principal design decisions had been already made. Also, they normally focus on estimating the reliability of the whole system rather than finding out unreliable sources or components. In this paper, we propose a UML model based white box reliability prediction methodology. The proposed methodology provides the capability of reliability prediction in the early phase by utilizing design artifacts like UML model, and by analyzing the probability of failure in three different levels of the system. Hence, it makes possible to rank the unreliable parts of the system quantitatively not only at the component level but also at the user's system usage level and system's activity level. In order to validate the proposed method, we performed a case study with safety-critical embedded software and compare the results with traditional reliability models. The result of proposed methodology shows the better prediction accuracy as well as the more detailed analysis of the unreliable part of the system.","","978-1-4577-0781-0978-0-7695-4454","10.1109/SSIRI-C.2011.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6004517","Software reliability;Architecture based reliability;software reliability prediction;White-box Reliability Model;Component based reliability;UML model","Software reliability;Unified modeling language;Software;Insulin;Probability;Predictive models","formal specification;object-oriented programming;probability;safety-critical software;systems analysis;Unified Modeling Language","UML model;white box reliability prediction;unreliable component identify;reliability analysis;run-time information;software system reliability assessment;system testing;design artifacts;failure probability;user system usage level;system activity level;safety-critical embedded software;system analysis","","4","16","","","","","","IEEE","IEEE Conferences"
"Reliability Analysis of Multi-Stress Accelerated Life Test Based on BP Neural Network","X. Wang; J. Shen","NA; NA","2012 Fifth International Conference on Business Intelligence and Financial Engineering","","2012","","","6","9","To construct multi-stress accelerated life model, the traditional method utilizes the observed value acquired in the process of accelerated life test to build likelihood equations of accelerated model, however, the excessive parameters of multi-stress accelerated model will lead to the difficulty in solving pluralism likelihood equations. Based on the predictability and convergence of genetic algorithm optimum BP neural network, the multi-stress accelerated life model of genetic neural network is built. Take the level and reliability of accelerated stress in the accelerated life test as neural network input, then draw the scatter diagram by software and use the nonlinear least square to fit raw data to obtain the regression equation. Consequently, generate large quantities of test data, which shall be input into the neural network and optimize the weight and threshold value by genetic algorithm. By this means, conquer the blindness in selecting the original weight and threshold value. Finally, input constant stress and set reliability into well-trained network, thus get the predicting curve of reliability. Simulation results show that the method above is efficient and practical.","","978-1-4673-2092-4978-0-7695-4750","10.1109/BIFE.2012.10","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6305068","Reliability;Accelerated Life Test;BP Neural Network;Genetic Algorithm","Stress;Life estimation;Mathematical model;Neural networks;Reliability;Genetic algorithms;Equations","backpropagation;convergence of numerical methods;genetic algorithms;least squares approximations;life testing;mechanical engineering computing;neural nets;nonlinear equations;product life cycle management;regression analysis;reliability;stress analysis","multistress accelerated life test;pluralism likelihood equations;genetic algorithm optimum BP neural network;convergence;predictability;scatter diagram;nonlinear least squares;regression equation;weight optimization;threshold value optimization;constant stress;reliability predicting curve","","","7","","","","","","IEEE","IEEE Conferences"
"A software update service with self-protection capabilities","M. Neukirchner; S. Stein; H. Schrom; R. Ernst","Institut für Datentechnik und Kommunikationsnetze, Technische Universität Braunschweig, Germany; Institut für Datentechnik und Kommunikationsnetze, Technische Universität Braunschweig, Germany; Institut für Datentechnik und Kommunikationsnetze, Technische Universität Braunschweig, Germany; Institut für Datentechnik und Kommunikationsnetze, Technische Universität Braunschweig, Germany","2010 Design, Automation & Test in Europe Conference & Exhibition (DATE 2010)","","2010","","","903","908","Integration of system components is a crucial challenge in the design of embedded real-time systems, as complex non-functional interdependencies may exist. We propose a software update service with self-protection capabilities against unverified system updates - thus solving the integration problem in-system. As modern embedded systems may evolve through software updates, component replacement or even self-optimization, possible system configurations are hard to predict. Thus the designer of system updates does not know the exact system configuration. This turns the proof of system feasibility into a critical challenge. This paper presents the architecture of a framework and associated protocols enabling updates in embedded systems while ensuring safe operation w.r.t. non-functional properties. The proposed process employs contract based principles at the interfaces towards applications to perform an in-system verification. Practical feasibility of our approach is demonstrated by an implementation of the update process, which is analyzed w.r.t. the memory consumption overhead and execution time.","1558-1101;1530-1591;1530-1591","978-3-9810801-6-2978-1-4244-7054-9978-3-9810801-6","10.1109/DATE.2010.5456925","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5456925","","Embedded system;Contracts;Testing;Embedded software;Real time systems;Protocols;Resource management;Automotive engineering;Computer architecture;Runtime","embedded systems;optimisation;software engineering","software update service;self protection capabilities;embedded real time systems;component replacement;self optimization;system feasibility proof","","5","21","","","","","","IEEE","IEEE Conferences"
"The ant colony Optimization Algorithm for web services composition on Preference Ontology","Yamei Xia; Chen Liu; Zhengqiu Yang; Jiapeng Xiu","Software Institute, Beijing University of Posts and Telecommunications, 100876, China; Software Institute, Beijing University of Posts and Telecommunications, 100876, China; Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, 100876, China; Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, 100876, China","2011 International Conference on Advanced Intelligence and Awareness Internet (AIAI 2011)","","2011","","","193","198","The Optimization Algorithm for Web Services Composition on Preference Ontology (OAWSCP) is put forward. OAWSCP, which makes some improvements on primary ACO (Ant Colony Optimization), builds simulation model based on services composition, and sets multiple pheromones and pheromone weights to denote the preference to different properties of a service. The algorithm can also simulate the instability of the flow of services composition, and react according to the flow change of the services composition. The algorithm can also detect if the optimizing is converging to local optimization findings, and in this case the algorithm can take measures to change its direction, and as a result reduce the probability of the algorithm to converge to local optimization findings. In order to verify the feasibility of the algorithm, the paper also builds simulation application system. The result of the performance test proves that the algorithm is more effective than primary ACO.","","978-1-84919-471","10.1049/cp.2011.1455","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6233224","Semantic Web;Services Composition;Ontology;Ant Colony Optimizatio","","ant colony optimisation;ontologies (artificial intelligence);probability;semantic Web;Web services","ant colony optimization algorithm;Web services composition;preference ontology;OAWSCP;ACO;local optimization findings;probability reduction;simulation application system;semantic Web","","","","","","","","","IET","IET Conferences"
"A Nonlinear Array Subscripts Dependence Test","Z. Jie; Z. Rongcai; H. Lin","NA; NA; NA","2012 IEEE 14th International Conference on High Performance Computing and Communication & 2012 IEEE 9th International Conference on Embedded Software and Systems","","2012","","","764","771","Linear dependence tests determine the dependences with linear array subscripts, but only give the passive results for those with nonlinear ones. That is to say, dependences exist as long as there are nonlinear cases, which may lead to pseudo-dependences. However, to maximize the parallelism of applications and improve the credibility of the optimizing compiler, it is necessary to develop a nonlinear dependence test to eliminate the pseudo-dependences. By analyzing the optimal solution of the quadratic subscripts with the indexes bounds constraints, a new nonlinear dependence test was proposed. We theoretically proved that the nonlinear dependences satisfying the quadratic programming model can be determined, and introduced a nonlinear dependence testing algorithm based on quadratic programming. Effectiveness of this algorithm was verified at the end.","","978-1-4673-2164-8978-0-7695-4749","10.1109/HPCC.2012.108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6332246","dependence testing;nonlinear array subscripts;pseudo-dependences;quadratic programming;positive semi-definite matrices","Arrays;Quadratic programming;Mathematical model;Equations;Testing;Symmetric matrices;Indexes","parallel processing;program compilers;program testing;quadratic programming","nonlinear array subscripts dependence test;linear dependence tests;linear array subscripts;nonlinear cases;compiler optimization;pseudodependences elimination;optimal solution;quadratic subscripts;indexes bounds constraints;quadratic programming model;nonlinear dependence testing algorithm","","1","29","","","","","","IEEE","IEEE Conferences"
"Optimization of Thorax-Pelvic Airbag for Occupant Safety in Vehicle Side Impact","J. Sun; J. Yang","NA; NA","2012 Third International Conference on Digital Manufacturing & Automation","","2012","","","586","589","Based on the C-NCAP side impact test results and component tests of a type of car, two typical type of pelvic-thorax airbag sub-models was developed using MADYMO and LS-DYNA software. They are single-chamber airbag with one inflator and dual-chamber airbag with two inflators. Based on the analysis of parameters of the single-chamber airbag, the factors that influence the dual-chamber airbag are determined. The protection performance of those side airbags were investigated using orthogonal experiment design (OED) and comprehensive equilibrium methods. The models with better performance were found and factors that influence the two different side airbag were determined. The injury of the dummy decreased dramatically in side impact and met the C-NCAP requirement.","","978-1-4673-2217-1978-0-7695-4772","10.1109/ICDMA.2012.139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6298586","side impact;thorax-pelvic airbag;C-NCAP;MADYMO","Vehicles;Atmospheric modeling;Injuries;Force;Acceleration;Deformable models;Bones","automotive components;design of experiments;impact (mechanical);impact testing;inflatable structures;optimisation;road safety;vehicle dynamics","thorax-pelvic airbag;occupant safety;vehicle side impact;C-NCAP side impact test;component tests;car;pelvic-thorax airbag submodel;MADYMO software;LS-DYNA software;single-chamber airbag;inflator;dual-chamber airbag;airbag protection performance;orthogonal experiment design;comprehensive equilibrium methods;OED","","","6","","","","","","IEEE","IEEE Conferences"
"Using Mutation to Automatically Suggest Fixes for Faulty Programs","V. Debroy; W. E. Wong","NA; NA","2010 Third International Conference on Software Testing, Verification and Validation","","2010","","","65","74","This paper proposes a strategy for automatically fixing faults in a program by combining the processes of mutation and fault localization. Statements that are ranked in order of their suspiciousness of containing faults can then be mutated in the same order to produce possible fixes for the faulty program. The proposed strategy is evaluated against the seven benchmark programs of the Siemens suite and the Ant program. Results indicate that the strategy is effective at automatically suggesting fixes for faults without any human intervention.","2159-4848","978-1-4244-6436-4978-1-4244-6435-7978-0-7695-3990","10.1109/ICST.2010.66","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5477098","program debugging;mutation;fault localization;fault-fixing;software testing","Genetic mutations;Programming profession;Debugging;Software testing;Humans;Fault detection;Computer science;Benchmark testing;Explosives;Manuals","fault tolerant computing;program debugging;program testing","faulty program;mutation process;fault localization;Siemens suite;Ant program","","63","38","","","","","","IEEE","IEEE Conferences"
"Development of Impact Test System for Waterjet Descaling Nozzles with LabVIEW","Y. Liu; F. Ma; H. Xie; Y. Li","NA; NA; NA; NA","2010 International Conference on Web Information Systems and Mining","","2010","1","","3","7","High-pressure water jet technology is widely used in hot-rolling billet descaling process. Impact force and behavior of jets play a vital role on effect of water jet billet descaling. The parameters of nozzles and jet determine the characteristics of jetting. Some of these parameters, however, can only be obtained through experimentation. The mechanism of high-pressure water jet billet descaling was analyzed in this paper. The factors affecting billet descaling were also discussed. Furthermore, theoretical formula accounting for water jet impact force was derived from the discussion. An indoor test set-up investigating impact properties of water jet descaling nozzles was established. Virtual instrument Lab VIEW was combined with mathematics software MATLAB to develop a measuring system of the test set-up. The real-time test of descaling nozzles parameters can be achieved through the system. The measuring system included three modules: pressure-flow curve, three-dimensional platform movement track and jet impact force measurement. Various parameters of the nozzles and jet can be obtained by means of the modules. Experimental results were compared with theoretical ones and observations were made regarding the variation of parameters. Results showed that variation of the parameters yielded by experiments agreed well with theoretical prediction. Variation of each parameter was visually depicted. The impact force and behavior of the jet were accurately measured. It contributes to descaling nozzle design improvement and descaling system structure optimization.","","978-1-4244-8438","10.1109/WISM.2010.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5662250","high-pressure waterjet;descaling nozzle;test system;virtual instrument","Force;Billets;Testing;Skin;Iron;Surface treatment;Tracking","billets;hot rolling;impact (mechanical);impact testing;jets;mathematics computing;mechanical engineering computing;nozzles;production engineering computing;virtual instrumentation","impact test system;hot rolling billet descaling process;waterjet impact force;virtual instrument;Matlab;waterjet descaling nozzles;LabVIEW","","4","13","","","","","","IEEE","IEEE Conferences"
"Peer-to-Peer Driven Software Engineering Considering Security, Reliability, and Performance","K. Beckers; S. Faßbender","NA; NA","2012 Seventh International Conference on Availability, Reliability and Security","","2012","","","485","494","Internet-scale applications require scalability that peer-to-peer (P2P) architectures provide. Traditional software engineering processes start with requirements and move onto architectures, software design, implementation, and testing. Choosing a P2P architecture, however, has significant constraints on the requirements of a given software engineering process in terms of security, reliability and performance. In addition, requirements for P2P architectures have to be expressed in notions of network engineering, because these architectures rank from the application layer to the IP networklayer. Thus, engineering P2P systems is a cross-disciplinary task between software and network engineers. We explain the ramifications P2P applications have on requirements of a given software engineering problem. A structured method supports software engineers in understanding the constraints of different kinds of P2P architectures and protocols on requirements. In addition, we present patterns of how the requirements have to be expressed, so that they contain all required information for network engineers that implementthe P2P architectures.","","978-1-4673-2244-7978-0-7695-4775","10.1109/ARES.2012.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6329221","P2P;security;requirements engineering;software architecture;performance;reliability;network engineering","Peer to peer computing;Quality of service;Computer architecture;Protocols;Reliability;Security;Real-time systems","peer-to-peer computing;security of data;software architecture;software performance evaluation;software reliability","peer-to-peer driven software engineering;P2P architectures;software design;software engineering process;network engineering;software security;software reliability;software performance;protocols","","3","20","","","","","","IEEE","IEEE Conferences"
"Memetic Algorithm with PSO or BFO's chemotaxis mechanism as local search for function optimization","D. G. Jadhav; S. Devi; S. S. Pattnaik","National Institute of Technical Teachers Training & Research (NITTTR), Chandigarh, 160019 India; National Institute of Technical Teachers Training & Research (NITTTR), Chandigarh, 160019 India; National Institute of Technical Teachers Training & Research (NITTTR), Chandigarh, 160019 India","2012 International Conference on Recent Advances in Computing and Software Systems","","2012","","","42","47","Memetic Algorithm (MA) is a metaheuristic search method. In proposed memetic algorithm two memes are used in definite proportion out of total local calls and are applied with random selection. Genetic Algorithm due to its good exploration capability is used as main algorithm and Particle Swarm Optimization (PSO) as well as chemotaxis mechanism of Bacterial Foraging Optimization (BFO) are used as local searches. The memetic process is realized using global best fitness among particles of PSO and by imitating the nutrient information from the bacteria of the best fitness in BFO. The proposed variant of memetic algorithm is tested on the standard benchmark functions with unimodal and multimodal property. When the results are compared, the proposed memetic algorithm shows better performance than MA using PSO (pMA) and MA using BFO (bMA) both in terms of speed of convergence and quality of solutions.","","978-1-4673-0255-5978-1-4673-0252-4978-1-4673-0254","10.1109/RACSS.2012.6212695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6212695","Hyper-heuristic;multi-meme;Memetic Algorithm (MA);Particle Swarm Optimization (PSO);Bacterial Foraging Optimization (BFO)","Memetics;Genetic algorithms;Convergence;Optimization;Microorganisms;Heuristic algorithms;Standards","cell motility;genetic algorithms;microorganisms;particle swarm optimisation;search problems","memetic algorithm;BFO chemotaxis mechanism;PSO chemotaxis mechanism;local search;function optimization;metaheuristic search method;random selection;genetic algorithm;particle swarm optimization;bacterial foraging optimization;memetic process;nutrient information;standard benchmark functions;multimodal property;unimodal property","","","17","","","","","","IEEE","IEEE Conferences"
"Standard test bench for optimization and characterization of combinational circuits","S. C. Tiwari; M. A. Khan; K. Singh; A. Sangal","N.S.I.T.(University of Delhi), Delhi, India; (C-DAC)(Ministry of Communications and IT, Govt. of India), Noida, UP, India 201 307; Deptt. of EE, Delhi Technological University; Coreel Technologies","2012 IEEE International Conference on Signal Processing, Computing and Control","","2012","","","1","5","Choice of a combinational circuit among large number of circuits having same functionality has been always a complex and time consuming task for digital designers. Different circuits (where they are initially proposed) were optimized using different techniques and objectives. Moreover there merits vary as per optimization methodology and technique variations. Hence every time when there is a requirement of particular functionality circuit, choosing best one amongst available circuits requires re-characterization. The paper presents a thorough investigation of existing optimization techniques while presenting their merits and demerits over each other. Based on same, the paper proposes a standard test bench for optimization and characterization of combinational circuits. Finally using the proposed methodology a combinational circuitry has been successfully characterized.","","978-1-4673-1318-6978-1-4673-1317-9978-1-4673-1316","10.1109/ISPCC.2012.6224346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224346","Combinational circuit;low power;VLSI;optimization;Logic Effort","Delay;Logic gates;Optimization;Transistors;SPICE;Algorithm design and analysis;Application software","combinational circuits;optimisation","standard test bench;digital designer;optimization methodology;functionality circuit;combinational circuitry","","","19","","","","","","IEEE","IEEE Conferences"
"A Framework to Compare Alert Ranking Algorithms","S. Allier; N. Anquetil; A. Hora; S. Ducasse","NA; NA; NA; NA","2012 19th Working Conference on Reverse Engineering","","2012","","","277","285","To improve software quality, rule checkers statically check if a software contains violations of good programming practices. On a real sized system, the alerts (rule violations detected by the tool) may be numbered by the thousands. Unfortunately, these tools generate a high proportion of ""false alerts"", which in the context of a specific software, should not be fixed. Huge numbers of false alerts may render impossible the finding and correction of ""true alerts"" and dissuade developers from using these tools. In order to overcome this problem, the literature provides different ranking methods that aim at computing the probability of an alert being a ""true one"". In this paper, we propose a framework for comparing these ranking algorithms and identify the best approach to rank alerts. We have selected six algorithms described in literature. For comparison, we use a benchmark covering two programming languages (Java and Smalltalk) and three rule checkers (Find Bug, PMD, Small Lint). Results show that the best ranking methods are based on the history of past alerts and their location. We could not identify any significant advantage in using statistical tools such as linear regression or Bayesian networks or ad-hoc methods.","2375-5369;1095-1350","978-0-7695-4891-3978-1-4673-4536","10.1109/WCRE.2012.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385123","","Java;Benchmark testing;Measurement;Training;History;Open source software","Java;program debugging;Smalltalk;software quality;software tools","alert ranking algorithm;software quality;rule violation detection;false alert generation;true alerts;probability;Java programming language;Smalltalk programming language;FindBug rule checker;PMD rule checker;SmallLint rule checker","","4","38","","","","","","IEEE","IEEE Conferences"
"Research on auto-composing test paper system based on improved genetic algorithm","Li Dongmei; Huang Xiantong; Yang Xinfeng; Jiao Xiaoxian","Department of Computer Science and Technology, Nanyang Institute of Technology, China; Department of Computer Science and Technology, Nanyang Institute of Technology, China; Department of Computer Science and Technology, Nanyang Institute of Technology, China; Information and Engineering Department, Henan School of Economics and Management, Nanyang, China","2011 IEEE 2nd International Conference on Software Engineering and Service Science","","2011","","","834","837","Comosing test paper is an important part of examination system. Based on the researches on coding policy, fitness faction, genetic operation and control parameter, an improved genetic algorithm is advanced for the auto-composing test paper system. It is an efficient way to overcome the premature convergence and the genetic drifting, and at the same time,to prevent the colony coming into the partial optimal solution considering the colony diversity by scaling the fitness faction and building the adaptive crossover probability and mutation probability. Experiment shows that the improved genetic algorithm cold compose test paper more efficiency.","2327-0586;2327-0594","978-1-4244-9698-3978-1-4244-9699-0978-1-4244-9697","10.1109/ICSESS.2011.5982470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5982470","genetic algorithm;auto-composing test paper;fitness faction","Genetic algorithms;Genetics;Optimization;Convergence;Encoding;Search problems;Biological cells","genetic algorithms;intelligent tutoring systems","auto-composing test paper system;improved genetic algorithm;examination system;coding policy;fitness faction;genetic operation;control parameter;premature convergence;genetic drifting;colony diversity;adaptive crossover probability;mutation probability","","1","10","","","","","","IEEE","IEEE Conferences"
"Unit testing optimized functions in H.264","Hao Zhang; Yuetang Deng; Zhengye Liu; Yuan Zhao; Haiyan Zhan","School of Information Science and Engineering at Central South University, China; Tencent, Inc. ShenZhen, 518057 China; AT&amp;T Labs, San Ramon, CA 94583 USA; School of Information Science and Engineering at Central South University, China; School of Information Science and Engineering at Central South University, China","2011 International Conference on Multimedia Technology","","2011","","","3297","3300","Unit testing is a very useful but also very time consuming process to verify the correctness of individual functions or procedures. Although unit testing may have already been widely used by video codec engineers, to the best of our knowledge, designing efficient unit test suites for optimized video codec functions has not been systematically studied. Therefore, the authors propose to attack this problem by firstly summarizing various SIMD (Single Instruction, Multiple Data) related bugs based on past experiences. Then, random testing and manually designed test suites design are exploited to detect those bugs. Random test cases would be sampling uniformly from the admissible values and are shown to be effective detecting those bugs. The manually created test suites are specially designed for some type of errors and can guarantee the bug detection as well as locate those bugs.","","978-1-61284-774-0978-1-61284-771-9978-1-61284-773","10.1109/ICMT.2011.6001954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6001954","video codecs;software testing","Computer bugs;Testing;Video coding;Assembly;Transforms;Quantization;Instruction sets","image sampling;parallel processing;program debugging;video coding","unit testing optimized function;video codec function;SIMD related bug;single instruction multiple data;random testing;sampling;bug detection;H.264 video coding standard","","","17","","","","","","IEEE","IEEE Conferences"
"CIMDS: Adapting Postprocessing Techniques of Associative Classification for Malware Detection","Y. Ye; T. Li; Q. Jiang; Y. Wang","Department of Computer Science, Xiamen University, Xiamen, China; School of Computer Science, Florida International University, Miami, USA; Software School, Xiamen University, Xiamen, China; Software School, Xiamen University, Xiamen, China","IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)","","2010","40","3","298","307","Malware is software designed to infiltrate or damage a computer system without the owner's informed consent (e.g., viruses, backdoors, spyware, trojans, and worms). Nowadays, numerous attacks made by the malware pose a major security threat to computer users. Unfortunately, along with the development of the malware writing techniques, the number of file samples that need to be analyzed, named ""gray list,"" on a daily basis is constantly increasing. In order to help our virus analysts, quickly and efficiently pick out the malicious executables from the ""gray list,"" an automatic and robust tool to analyze and classify the file samples is needed. In our previous work, we have developed an intelligent malware detection system (IMDS) by adopting associative classification method based on the analysis of application programming interface (API) execution calls. Despite its good performance in malware detection, IMDS still faces the following two challenges: (1) handling the large set of the generated rules to build the classifier; and (2) finding effective rules for classifying new file samples. In this paper, we first systematically evaluate the effects of the postprocessing techniques (e.g., rule pruning, rule ranking, and rule selection) of associative classification in malware detection, and then, propose an effective way, i.e., CIDCPF, to detect the malware from the ""gray list."" To the best of our knowledge, this is the first effort on using postprocessing techniques of associative classification in malware detection. CIDCPF adapts the postprocessing techniques as follows: first applying Chi-square testing and Insignificant rule pruning followed by using Database coverage based on the Chi-square measure rule ranking mechanism and Pessimistic error estimation, and finally performing prediction by selecting the best First rule. We have incorporated the CIDCPF method into our existing IMDS system, and we call the new system as CIMDS system. Case studies are performed on the large collection of file samples obtained from the Antivirus Laboratory at Kingsoft Corporation and promising experimental results demonstrate that the efficiency and ability of detecting malware from the ""gray list"" of our CIMDS system outperform popular antivirus software tools, such as McAfee VirusScan and Norton Antivirus, as well as previous data-mining-based detection systems, which employed Naive Bayes, support vector machine, and decision tree techniques. In particular, our CIMDS system can greatly reduce the number of generated rules, which makes it easy for our virus analysts to identify the useful ones.","1094-6977;1558-2442","","10.1109/TSMCC.2009.2037978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5415575","Associative classification;malware detection;postprocessing;rule pruning;rule ranking;rule selection","Face detection;Software design;Computer viruses;Computer worms;Computer security;Writing;Robustness;Intelligent systems;Testing;Databases","associative processing;data mining;invasive software","intelligent malware detection system;malware writing techniques;computer virus;gray list;associative classification method;application programming interface;postprocessing techniques;Chi-square testing;insignificant rule pruning;rule ranking mechanism;Pessimistic error estimation;data mining;CIMDS system","","37","39","","","","","","IEEE","IEEE Journals & Magazines"
"Realtime diagnostic prognostic solution for life cycle management of thermomechanical system","B. Saxena; A. Kumar; A. Srivastava; A. Goel","University of Ottawa, 800 King Edward Street, Ottawa, ON, K1N 6N5; Tecsis Corporation, 210 Colonnade Road, Ottawa, ON, K2E 7L5; Tecsis Corporation, 210 Colonnade Road, Ottawa, ON, K2E 7L5; OMTEC Inc., Mississauga, ON, L4Z 3V3","2011 24th Canadian Conference on Electrical and Computer Engineering(CCECE)","","2011","","","000999","001003","Data based approach and methodology for real time diagnosis and prognosis solutions for thermomechanical systems is discussed. Coated turbine blade operation is emulated to sensor online temperature data as the real-time inputs for the software code developed. An algorithm is presented first and extended sampling based statistical hypothesis tests are used for anomaly detection tests. Paired t-test and rank sum hypotheses test are found to be appropriate for different data set combinations. Matlab statistical package is used for the software code. The algorithm and methodology work well with laboratory temperature data and seeded faults. Few limitations of the developed system code are identified.","0840-7789;0840-7789","978-1-4244-9789-8978-1-4244-9788-1978-1-4244-9787","10.1109/CCECE.2011.6030610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6030610","Temperature;diagnosis;prognosis;anomaly;t-test;reference","Temperature sensors;Temperature measurement;Temperature distribution;Algorithm design and analysis;Turbines;Real time systems;Engines","blades;condition monitoring;fault diagnosis;mathematics computing;mechanical engineering computing;product life cycle management;sampling methods;software engineering;turbines","realtime diagnostic prognostic solution;thermomechanical system life cycle management;turbine blade operation;sensor online temperature data;software code development;databases;sampling;statistical hypothesis tests;anomaly detection tests;t-test hypotheses;rank sum hypotheses test;Matlab statistical package","","2","12","","","","","","IEEE","IEEE Conferences"
