"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Magellan: A Search and Machine Learning-based Framework for Fast Multi-core Design Space Exploration and Optimization","S. Kang; R. Kumar","Coordinated Science Laboratory, 1308 West Main St, Urbana, IL 61801; Coordinated Science Laboratory, 1308 West Main St, Urbana, IL 61801","2008 Design, Automation and Test in Europe","","2008","","","1432","1437","In this paper, we treat multi-core processor design space exploration as an application-driven machine learning problem. We develop two machine learning-based techniques for efficiently exploring the processor design space. We observe that these techniques result in multi-core processors whose performance is comparable (within 1%) to a processor design that requires an exhaustive exploration of the design space. These techniques often take orders of magnitude (a factor of 3800 at the minimum) less time for coming up with these processors. The benefits are up to 13% over intelligent search techniques that have been adapted to do multi-core design space exploration. We leverage the knowledge gained in this research to develop Magellan - a framework for accelerating multi-core design space exploration and optimization. Magellan can be used to find the highest throughput processors of a given type for a given area, power, or time budget. It can be used to aid even experienced processor designers that prefer to rely on intuition by allowing fast refinements to an input design.","1530-1591;1558-1101","978-3-9810801-3-1978-3-9810801-4","10.1109/DATE.2008.4484875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4484875","","Space exploration;Design optimization;Process design;Algorithm design and analysis;Multicore processing;Acceleration;Machine learning algorithms;Machine learning;Throughput;Libraries","hardware-software codesign;learning (artificial intelligence);multiprocessing systems","machine learning-based framework;fast multi-core design space exploration;application-driven machine learning problem;intelligent search techniques;Magellan;throughput processors","","1","7","","","","","","IEEE","IEEE Conferences"
"A novel differential evolution scheme combined with particle swarm intelligence","Xing Xu; Yuanxiang Li; Shenlin Fang; Yu Wu; Feng Wang","State Key Laboratory of Software Engineering, Wuhan University, 430072, CHINA; State Key Laboratory of Software Engineering, Wuhan University, 430072, CHINA; NA; NA; NA","2008 IEEE Congress on Evolutionary Computation (IEEE World Congress on Computational Intelligence)","","2008","","","1057","1062","Differential evolution (DE) and particle swarm optimization (PSO) are the evolutionary computation paradigms, and both have shown superior performance on complex nonlinear function optimization problems. This paper detects the underlying relationship between them and then qualitatively proves that the two heuristic approaches from different theoretical background are consistent in form. Within the general perspective, the PSO can be regarded as a kind of DE. Inspired by this, a novel variant of DE mixed with particle swarm intelligence (DE-SI) is presented. Comparison experiments involving ten test functions well studied in the evolutionary optimization literature are used to highlight some performance differences between the DE-SI, two versions of DE and two PSO variants. The results from our study show that DE-SI keeps the most rapid convergence rate of all techniques and obtains the global optima for most benchmark problems.","1089-778X;1941-0026","978-1-4244-1822-0978-1-4244-1823","10.1109/CEC.2008.4630927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4630927","","Evolution (biology);Particle swarm optimization;Chromium;Equations;Mathematical model;Algorithm design and analysis;Classification algorithms","evolutionary computation;particle swarm optimisation","differential evolution;particle swarm intelligence;evolutionary computation;particle swarm optimization","","3","25","","","","","","IEEE","IEEE Conferences"
"Taguchi’s Method for optimized neural network based autoreclosure in extra high voltage lines","F. Desta Zahlay; K. S. Rama Rao","Universiti Teknologi PETRONAS, Department of Electrical and Electronics Engineering, Tronoh, Malaysia; Universiti Teknologi PETRONAS, Department of Electrical and Electronics Engineering, Tronoh, Malaysia","2008 IEEE 2nd International Power and Energy Conference","","2008","","","901","906","This paper presents a method to discriminate the temporary faults from the permanent ones in an extra high voltage transmission line so that improper reclosing of the line into a fault is avoided. The fault identification prior to reclosing is based on optimized artificial neural network associated with Levenberg Marquardt algorithm to train the ANN and Taguchipsilas Method to find optimal parameters of the algorithm and number of hidden neurons. The algorithms are developed using MATLABtrade software. A range of faults are simulated using SimPowerSytemstrade and the spectra of the fault data are analyzed using Fast Fourier Transform which facilitates extraction of distinct features of each fault type. For both training and testing purposes, the neural network is fed with the normalized energies of the DC component, the fundamental and the first four harmonics of the faulted voltages. The developed algorithm is verified with dedicated testing data. The results show that it is possible to effectively distinguish the type of fault and practically avoid reclosing into faults.","","978-1-4244-2404-7978-1-4244-2405","10.1109/PECON.2008.4762603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4762603","Autoreclosure;transmission line faults;EHV transmission line;artificial neural networks;Levenberg Marquardt algorithm;Taguchi’s method","Optimization methods;Neural networks;Voltage;Artificial neural networks;Testing;Transmission lines;Fault diagnosis;Neurons;Software algorithms;Computer languages","fast Fourier transforms;high-voltage engineering;neural nets;power system analysis computing;power transmission faults;power transmission lines;Taguchi methods","Taguchi method;artificial neural network;extra high voltage lines;transmission line autoreclosure;temporary faults;permanent faults;fault identification;Levenberg Marquardt algorithm;hidden neurons;MATLABtrade software;SimPowerSytemstrade;fast Fourier transform","","1","22","","","","","","IEEE","IEEE Conferences"
"Synthesis of Task and Message Activation Models in Real-Time Distributed Automotive Systems","W. Zheng; M. di Natale; C. Pinello; P. Giusto; A. S. Vincentelli","University of California at Berkeley, zhengwei@eecs.berkeley.edu; University of California at Berkeley; General Motors Research, dinatale@eecs.berkeley.edu; General Motors Research; Cadence Berkeley Labs, pinello@cadence.com; General Motors Research, paolo.giusto@gm.com; University of California at Berkeley, alberto@eecs.berkeley.edu","2007 Design, Automation & Test in Europe Conference & Exhibition","","2007","","","1","6","Modern automotive architectures support the execution of distributed safety- and time-critical functions on a complex networked system with several buses and tens of ECUs. Schedulability theory allows the analysis of the worst case end-to-end latencies and the evaluation of the possible architecture configurations options with respect to timing constraints. The paper presents an optimization framework, based on an ILP formulation of the problem, to select the communication and synchronization model that leverages the trade-offs between the purely periodic and the precedence constrained data-driven activation models to meet the latency and jitter requirements of the application. The authors demonstrate its effectiveness by optimizing a complex automotive architecture","1530-1591;1558-1101","978-3-9810801-2","10.1109/DATE.2007.364573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4211778","","Real time systems;Automotive engineering;Delay;Timing;Constraint optimization;Application software;Time factors;Jitter;Aerospace electronics;Processor scheduling","automotive electronics;optimisation;real-time systems;task analysis;timing jitter","task synthesis;message activation models;real-time systems;distributed automotive systems;automotive architectures;complex networked system;schedulability theory;timing constraints;optimization framework;ILP formulation;jitter requirements","","14","10","","","","","","IEEE","IEEE Conferences"
"High Level Power Optimization by Type Inference on the Generation of Application Specific Circuits on FPGAs","J. M. Claver; G. Leon","Department of Computer Science, University of Valencia, Burjassot, Spain. Email: jclaver@uv.es; Department of Computer Science and Eng., University Jaume I, Castellón, Spain. Email: leon@uji.es","2007 International Conference on Field Programmable Logic and Applications","","2007","","","629","632","We describe the optimization of power consumption obtained by a high level environment developed for the automatic generation of application specific circuits on FPGA. The methodology used is based on the transformation of the whole algorithm in a graph of LUTs that implements all the required operations without the use of library components. The quality of the obtained circuitry is guaranteed by the use of ""type inference"". Our environment automatically optimizes the word-length and size of operators, and at the same time, reduces the internal data paths and the switching activity. Thus, in the extreme cases tested, the resulting generated circuits offer an important improvement in area usage of up to 95%, and power consumption is reduced by up to 98%.","1946-147X;1946-1488","978-1-4244-1059-0978-1-4244-1060","10.1109/FPL.2007.4380733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4380733","","Power generation;Field programmable gate arrays;Energy consumption;Circuit synthesis;CMOS technology;CMOS logic circuits;Application software;Computer science;Inference algorithms;Circuit testing","application specific integrated circuits;field programmable gate arrays","FPGA;power consumption;automatic generation;application specific circuits","","","8","","","","","","IEEE","IEEE Conferences"
"Architectural Optimization of Decomposition Algorithms for Wireless Communication Systems","A. Irturk; B. Benson; N. Laptev; R. Kastner","NA; NA; NA; NA","2009 IEEE Wireless Communications and Networking Conference","","2009","","","1","6","Matrix decomposition is required in various algorithms used in wireless communication applications. FPGAs strike a balance between ASICs and DSPs, as they have the programmability of software with performance capacity approaching that of a custom hardware implementation. However, FPGA architectures require designers to make a countless number of system, architectural and logic design decisions. By performing design space exploration, a designer can find the optimal device for a specific application, however very few tools exist which can accomplish this task. This paper presents automatic generation and optimization of decomposition methods using a core generator tool, GUSTO, that we developed to enable easy design space exploration with different parameterization options such as resource allocation, bit widths of the data, number of functional units and organization of controllers and interconnects. We present a detailed study of area and throughput tradeoffs of matrix decomposition architectures using different parameterizations.","1525-3511;1558-2612","978-1-4244-2948-6978-1-4244-2947","10.1109/WCNC.2009.4917602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4917602","","Wireless communication;Matrix decomposition;Application software;Field programmable gate arrays;Space exploration;Digital signal processing;Software performance;Hardware;Computer architecture;Logic design","application specific integrated circuits;automatic test pattern generation;digital signal processing chips;field programmable gate arrays;logic design;matrix decomposition;resource allocation;wireless sensor networks","architectural optimization;decomposition algorithms;wireless communication systems;matrix decomposition;ASIC;DSP;performance capacity;FPGA architectures;logic design;design space exploration;optimal device;automatic generation;core generator tool;GUSTO;resource allocation","","1","17","","","","","","IEEE","IEEE Conferences"
"LEAD: a methodology for learning efficient approaches to medical diagnosis","S. J. Fakih; T. K. Das","Dept. of Ind. & Manage. Syst. Eng., Univ. of South Florida, Tampa, FL, USA; Dept. of Ind. & Manage. Syst. Eng., Univ. of South Florida, Tampa, FL, USA","IEEE Transactions on Information Technology in Biomedicine","","2006","10","2","220","228","Determining the most efficient use of diagnostic tests is one of the complex issues facing medical practitioners. With the soaring cost of healthcare, particularly in the US, there is a critical need for cutting costs of diagnostic tests, while achieving a higher level of diagnostic accuracy. This paper develops a learning based methodology that, based on patient information, recommends test(s) that optimize a suitable measure of diagnostic performance. A comprehensive performance measure is developed that accounts for the costs of testing, morbidity, and mortality associated with the tests, and time taken to reach diagnosis. The performance measure also accounts for the diagnostic ability of the tests. The methodology combines tools from the fields of data mining (rough set theory, in particular), utility theory, Markov decision processes (MDP), and reinforcement learning (RL). The rough set theory is used in extracting diagnostic information in the form of rules from the medical databases. Utility theory is used in bringing various nonhomogenous performance measures into one cost based measure. An MDP model together with an RL algorithm facilitates obtaining efficient testing strategies. The methodology is implemented on a sample problem of diagnosing solitary pulmonary nodule (SPN). The results obtained are compared with those from four alternative testing strategies. Our methodology holds significant promise to improve the process of medical diagnosis","1089-7771;1558-0032","","10.1109/TITB.2005.855538","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1613947","Markov decision processes (MDP);medical diagnosis;reinforcement learning;rough sets","Medical diagnosis;Testing;Costs;Medical diagnostic imaging;Data mining;Set theory;Utility theory;Medical tests;Medical services;Optimization methods","data mining;learning (artificial intelligence);Markov processes;medical diagnostic computing;rough set theory;utility theory","learning efficient approaches to medical diagnosis;diagnostic performance;comprehensive performance measure;testing costs;data mining;rough set theory;utility theory;Markov decision processes;reinforcement learning;diagnostic information extraction;medical databases;nonhomogenous performance measures;solitary pulmonary nodule","Algorithms;Artificial Intelligence;Decision Making, Computer-Assisted;Decision Support Techniques;Diagnosis, Computer-Assisted;Medical Records Systems, Computerized;Software;User-Computer Interface","13","26","","","","","","IEEE","IEEE Journals & Magazines"
"SUM IP Core Generator for Solving Task for RKHS Series Summation","V. Hahanov; S. Chumachenko; D. Melnik; A. Taran","NA; Kharkov National University of Radio Electronics, Ukraine, 61166, Kharkov, Lenin Avenue, 14, e-mail: ri@kture.kharkov.ua; NA; NA","2007 9th International Conference - The Experience of Designing and Applications of CAD Systems in Microelectronics","","2007","","","258","259","Program system SUM IP core generator - means for verification of models - formulas of series summation in reproducing Kernel Hilbert space (RKHS) which allows to carry out input of the description of the model-formula with the help of the GUI-interface is offered; to model models - formulas with the help of software products Mathematica, Sinplify, Modelsim, Riviera, Active HDL; to generate initial files IP-core in languages of the description of equipment VHDL, Verilog, system C; to generate scripts - files for modelling, synthesis, implementation, time modelling; to synthesize tests, parameters, conditions for verification on basis Testbench; to carry out post- synthesis modelling for revealing mistakes in codes.","","966-533-587","10.1109/CADSM.2007.4297539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4297539","","Mathematical model;Hardware design languages;System testing;Software testing;Communication standards;Kernel;Hilbert space;Design optimization;Automatic testing;Manufacturing","automatic programming;graphical user interfaces;hardware description languages;Hilbert spaces;mathematics computing","SUM IP core generator;RKHS series summation;reproducing kernel Hilbert space;GUI-interface;program system;tasks solution","","","16","","","","","","IEEE","IEEE Conferences"
"Overlapping Probabilities of Top Ranking Gene Lists, Hypergeometric Distribution, and Stringency of Gene Selection Criterion","W. Fury; F. Batliwalla; P. K. Gregersen; W. Li","Senior Bioinformatics Scientist, Regeneron Pharmaceutical, Inc. Tarrytown, NY 10591, USA. wen.fury@regeneron.com; Research Scientists, Robert S Boas Center for Genomics and Human Genetics, Feinstein Institute for Medical Research, North Shore LIJ Health System, Manhasset, NY 11030, USA fb@nshs.edu; Research Scientists, Robert S Boas Center for Genomics and Human Genetics, Feinstein Institute for Medical Research, North Shore LIJ Health System, Manhasset, NY 11030, USA peterg@nshs.edu; Research Scientists, Robert S Boas Center for Genomics and Human Genetics, Feinstein Institute for Medical Research, North Shore LIJ Health System, Manhasset, NY 11030, USA wli@nslij-genetics.org","2006 International Conference of the IEEE Engineering in Medicine and Biology Society","","2006","","","5531","5534","When the same set of genes appear in two top ranking gene lists in two different studies, it is often of interest to estimate the probability for this being a chance event. This overlapping probability is well known to follow the hypergeometric distribution. Usually, the lengths of top-ranking gene lists are assumed to be fixed, by using a pre-set criterion on, e.g., p-value for the t-test. We investigate how overlapping probability changes with the gene selection criterion, or simply, with the length of the top-ranking gene lists. It is concluded that overlapping probability is indeed a function of the gene list length, and its statistical significance should be quoted in the context of gene selection criterion","1557-170X","1-4244-0032-51-4244-0033","10.1109/IEMBS.2006.260828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4463058","","Probability;Diseases;Testing;Bioinformatics;Proteins;Ontologies;Cities and towns;USA Councils;Medical treatment;Pharmaceuticals","genetics;molecular biophysics;statistical distributions","overlapping probability;hypergeometric distribution;gene selection criterion;gene list length;statistical analysis","Algorithms;Cluster Analysis;Data Interpretation, Statistical;Databases, Protein;Gene Expression Profiling;Gene Expression Regulation;Humans;Models, Genetic;Models, Statistical;Models, Theoretical;Oligonucleotide Array Sequence Analysis;Pattern Recognition, Automated;Probability;Software","29","14","","","","","","IEEE","IEEE Conferences"
"Application of optimizing the parameters of SVM using genetic simulated annealing algorithm","L. Cao; S. Zhou; R. Li; F. Wu; T. Liu","The Key Laboratory of Control Engineering, Chongqing Communication Institute, China, 400035; The Key Laboratory of Control Engineering, Chongqing Communication Institute, China, 400035; The Key Laboratory of Control Engineering, Chongqing Communication Institute, China, 400035; The Key Laboratory of Control Engineering, Chongqing Communication Institute, China, 400035; The Department of Automation , Chongqing University of Post and Telecommunication, China, 400065","2008 7th World Congress on Intelligent Control and Automation","","2008","","","5381","5385","The genetic simulated annealing algorithm can get global solution with low computational load. By means of this algorithms optimization method, the support vector machines (SVM) radial basis probabilistic kernel parameters of the performance was found out. A special software was developed on this method, it can be used in different field and improved the application of SVM in industry area. Then, a model of the battery capacity was established, and its correctness was tested by contrast with cross validation.","","978-1-4244-2113-8978-1-4244-2114","10.1109/WCICA.2008.4593806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4593806","SVM;genetic simulated annealing algorithm;battery capacity","Support vector machines;Simulated annealing;Software algorithms;Genetics;Automation;Learning systems;Computational modeling","genetic algorithms;probability;simulated annealing;support vector machines","parameter optimisation;SVM;genetic simulated annealing algorithm;support vector machine;radial basis probabilistic kernel;battery capacity","","1","6","","","","","","IEEE","IEEE Conferences"
"In-Vehicle Navigation System Design Based On HCI Optimization","Y. Wang; Z. Yang; Q. Guan; L. Zhang; J. Wang","PH.D Candidate, Transportation college of Jilin University, Nanling Campus of Jilin University, 130022, phone: +86-0431-5095767; E-mail: sophiawy2003@163.com; Professor, Transportation college of Jilin University, Nanling Campus of Jilin University, 130022, phone: +86-0431-5095891; E-mail: yangzs@jlu.edu.cn; PH.D Candidate, Transportation college of Jilin University, Nanling Campus of Jilin University, 130022, phone: +86-0431-5095767; E-mail: wwhg2003its@jlu.edu.cn; PH.D Candidate, Transportation college of Jilin University, Nanling Campus of Jilin University, 130022, phone: +86-0431-5095767; E-mail: zhanglin9820@yahoo.com; PH.D Candidate, Transportation college of Jilin University, Nanling Campus of Jilin University, 130022, phone: +86-0431-5095767; E-mail: wangjian115@163.com","2006 IEEE International Conference on Vehicular Electronics and Safety","","2006","","","299","304","In-Vehicle Navigation System is becoming more and more popular. Its demand is increasing dramatically every year. This paper proposes a multi-modal scheme of hardware and software design considering ergonomic issues. Then, a field test was carried out to validate its usability and friendly interface. Some interfaces problems are discovered. Finally, some solutions are proposed to solve these problems. After improving and enhancement, the system meets the users' demands.","","1-4244-0758-31-4244-0759","10.1109/ICVES.2006.371603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4234039","In-Vehicle Navigation System;Human Computer Interaction (HCI);Speech Recognition;3D Display","Navigation;Human computer interaction;Design optimization;Transportation;Educational institutions;Usability;Ergonomics;Hardware;Software design;Speech synthesis","computerised navigation;ergonomics;human computer interaction;human factors;optimisation;road vehicles;user interfaces","in-vehicle navigation system;HCI optimization;multimodal scheme;ergonomic issues;usability validation;friendly interface","","","12","","","","","","IEEE","IEEE Conferences"
"A generic platform for estimation of multi-threaded program performance on heterogeneous multiprocessors","A. Sahu; M. Balakrishnan; P. R. Panda","Department of Computer Science and Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi, India, 110016; Department of Computer Science and Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi, India, 110016; Department of Computer Science and Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi, India, 110016","2009 Design, Automation & Test in Europe Conference & Exhibition","","2009","","","1018","1023","This paper deals with a methodology for software estimation to enable design space exploration of heterogeneous multiprocessor systems. Starting from fork-join representation of application specification along with high level description of multiprocessor target architecture and mapping of application components onto architecture resource elements, it estimates the performance of application on target multiprocessor architecture. The methodology proposed includes the effect of basic compiler optimizations, integrates light weight memory simulation and instruction mapping for complex instruction to improve the accuracy of software estimation. To estimate performance degradation due to contention for shared resources like memory and bus, synthetic access traces coupled with interval analysis technique is employed. The methodology has been validated on a real heterogeneous platform. Results show that using estimation it is possible to predict performance with average errors of around 11%.","1530-1591;1558-1101","978-1-4244-3781-8978-3-9810-8015","10.1109/DATE.2009.5090813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090813","","Delay estimation;Application software;Computer architecture;Space technology;Space exploration;Software performance;Optimizing compilers;Computer science;Design engineering;Paper technology","multiprocessing systems;VLSI","heterogeneous multiprocessors;software estimation;VLSI technology","","4","20","","","","","","IEEE","IEEE Conferences"
"Optimizing Waste Fuel Boiler Control with Multivariable Predictive Control","D. Smith","5470 Shilshole Ave. NW, Suite 420, Seattle, WA 98107","Conference Record of 2006 Annual Pulp and Paper Industry Technical Conference","","2006","","","1","4","Multivariable predictive control, MPC, has been used in the continuous process industry for more than a decade. This strategy relies on a model created with test data from the process. The modeling produces a matrix of relationships between the ""manipulated variables"" and the ""control variables"" and ""constraint variables"". The MPC supervisory control software supplies the DCS, PLC or other regulatory controller with remote setpoints for the manipulated variables that will drive the control and constraint variables to their desired values. The control equations are solved simultaneously on a frequent interval to provide very tight control of the control variables and constraint limits. The technique can be applied to many pulp and paper applications including the waste fuel boilers that are an important part of the energy balance at today's mills. Significant improvements in efficiency have been achieved by optimizing the fuel and air flow to the boilers in order to minimize excess O2 and heat losses","0190-2172","1-4244-0281","10.1109/PAPCON.2006.1673775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1673775","","Boilers;Predictive control;Fuel processing industries;Industrial control;Industrial relations;Testing;Supervisory control;Distributed control;Programmable control;Equations","boilers;control engineering computing;multivariable control systems;paper industry;paper mills;predictive control;waste recovery","waste fuel boiler control;multivariable predictive control;continuous process industry;supervisory control software;regulatory controller;energy balance;heat losses","","2","","","","","","","IEEE","IEEE Conferences"
"Performance Evaluation and Optimization of Parallel Grid Computing Applications","D. Becker; W. Frings; F. Wolf","NA; NA; NA","16th Euromicro Conference on Parallel, Distributed and Network-Based Processing (PDP 2008)","","2008","","","193","199","The combination of independent and potentially heterogeneous parallel machines creates a powerful metacomputer. Such a metacomputer can be used to run a single parallel application if a single machine does not provide enough CPUs. However, achieving satisfactory application performance on such a metacomputer is difficult since instances of grid-related as well as non grid-related performance properties may introduce various wait states during communication and synchronization. In our earlier work, we have introduced an extension to the SCALASCA tool set for recording event traces of metacomputing applications and searching them automatically for patterns of inefficient behavior related to wide-area communication. Here, we show how this extension in combination with statistical analyses and time-line visualization provided by VAMPIR can be applied to evaluate and optimize the performance of a multi-physics production code running on a heterogeneous and geographically dispersed metacomputer.","1066-6192;2377-5750","978-0-7695-3089","10.1109/PDP.2008.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4457124","Performance tools;grid computing;metacomputing","Grid computing;Application software;Parallel machines;Metacomputing;Delay;Optimization;Performance analysis;Testing;Computer science;Statistical analysis","grid computing;parallel machines;parallel programming;program visualisation;software performance evaluation;statistical analysis","performance evaluation;parallel grid computing;heterogeneous parallel machines;metacomputer;SCALASCA tool set;metacomputing;wide-area communication;statistical analyses;time-line visualization;VAMPIR;multiphysics production code","","1","10","","","","","","IEEE","IEEE Conferences"
"Scalable Techniques for Transparent Privatization in Software Transactional Memory","V. J. Marathe; M. F. Spear; M. L. Scott","NA; NA; NA","2008 37th International Conference on Parallel Processing","","2008","","","67","74","We address the recently recognized <i>privatization</i> <i>problem</i> in software transactional memory (STM) runtimes, and introduce the notion of <i>partially</i> <i>visible</i> <i>reads</i> (PVRs) to heuristically reduce the overhead of transparent privatization. Specifically, PVRs avoid the need for a ""privatization fence"" in the absence of conflict with concurrent readers. We present several techniques to trade off the cost of enforcing partial visibility with the precision of conflict detection. We also consider certain special-case variants of our approach, e.g., for predominantly read-only workloads. We compare our implementations to prior techniques on a multicore <i>Niagara1</i> system using a variety of artificial workloads. Our results suggest that while no one technique performs best in all cases, a dynamic hybrid of PVRs and strict in-order commits is stable and reasonably fast across a wide range of load parameters. At the same time, the remaining overheads are high enough to suggest the need for programming model or architectural support.","0190-3918;2332-5690","978-0-7695-3374","10.1109/ICPP.2008.69","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4625834","privatization;STM;performance","Privatization;Optimization;Throughput;Data structures;Clocks;Benchmark testing;Runtime","multiprocessing programs;software engineering","transparent privatization;software transactional memory;partially visible reads;conflict detection;special-case variants;multicore Niagara1 system","","10","17","","","","","","IEEE","IEEE Conferences"
"Parameter Optimization of an Active Tags Based Pedestrian Tracking System on a Distributed Emulator","J. Nakata; R. Beuran; T. Kawakami; T. Okada; K. Chinen; Y. Tan; Y. Shinoda","NA; NA; NA; NA; NA; NA; NA","2009 Computation World: Future Computing, Service Computation, Cognitive, Adaptive, Content, Patterns","","2009","","","563","568","In this paper, we introduce a distributed emulator for a pedestrian tracking system using active tags that is currently being developed by the authors. The emulator works on StarBED, which is a network testbed consisting of hundreds of PCs connected to each other by Ethernet. The three major components of the emulator (the processor emulator of the active tag micro-controller, RUNE, and QOMET) are all implemented on StarBED. We present the structure of the emulator, how it functions and the results from the emulation of the pedestrian tracking system. We confirmed that the emulator is not only useful for the evaluation phase of the development, but also applicable for the parameter optimization of the pedestrian tracking system by making emulations with different parameters.","","978-1-4244-5166-1978-0-7695-3862","10.1109/ComputationWorld.2009.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5359653","ubiquitous networks;active tag;radio emulation;distributed testbed;supporting software","Emulation;Testing;Distributed computing;Wireless networks;Interference;Microprogramming;Computational modeling;Wireless LAN;Operating systems;Communications technology","identification technology;local area networks;microcontrollers;optimisation;tracking","active tags based pedestrian tracking system;parameter optimization;distributed emulator;network testbed;StarBED;Ethernet;active tag microcontroller","","","15","","","","","","IEEE","IEEE Conferences"
"Towards an empirical method of efficiency testing of system parts: A methodological study","W. Brinkman; R. Haakma; D. G. Bouwhuis","NA; NA; NA","Interacting with Computers","","2007","19","3","342","356","Current usability evaluation methods are essentially holistic in nature. However, engineers that apply a component-based software engineering approach might also be interested in understanding the usability of individual parts of an interactive system. This paper examines the efficiency dimension of usability by describing a method, which engineers can use to test, empirically and objectively, the physical interaction effort to operate components in a single device. The method looks at low-level events, such as button clicks, and attributes the physical effort associated with these interaction events to individual components in the system. This forms the basis for engineers to prioritise their improvement effort. The paper discusses face validity, content validity, criterion validity, and construct validity of the method. The discussion is set within the context of four usability tests, in which 40 users participated to evaluate the efficiency of four different versions of a mobile phone. The results of the study show that the method can provide a valid estimation of the physical interaction event effort users made when interacting with a specific part of a device.","0953-5438;1873-7951","","10.1016/j.intcom.2007.01.002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8147077","Efficiency;Usability testing;HCI methodology;Usability evaluation method;Log file analysis;Empirical method","","","","","1","","","","","","","OUP","OUP Journals & Magazines"
"An ACO-based Approach to Improve C-means Clustering Algorithm","W. Huang; J. Gou; H. Wu","Zhejiang University, Hangzhou; Huaqiao University, Quanzhou; HangZhou Dianzi University, Huzhou","2006 International Conference on Computational Inteligence for Modelling Control and Automation and International Conference on Intelligent Agents Web Technologies and International Commerce (CIMCA'06)","","2006","","","12","12","This paper presents an improved C-means clustering algorithm based on ACO. The proposed method use pheromone to evaluate individual colony's iterative result. In contrast with the existing C-means clustering algorithm, method in the paper need not appoint the number and pre-centers of clusters beforehand and it updates pheromone according to the transfer process of data points among different temporary clusters so as to avoid the local optima and reduce the iterative times to find actual cluster centers. We test its convergence performance with CRM data sets from China Unicom Corp. The experimental results show feasibility of design rationale.","","0-7695-2731","10.1109/CIMCA.2006.38","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4052660","","Clustering algorithms;Iterative algorithms;Ant colony optimization;Partitioning algorithms;Software algorithms;Educational institutions;Iterative methods;Computational modeling;Computational intelligence;Cities and towns","data analysis;iterative methods;optimisation;pattern clustering","improved c-means clustering algorithm;ant colony optimisation;iterative method;data analysis","","","19","","","","","","IEEE","IEEE Conferences"
"Research on automatic flaw detection of pipeline girth weld by ultrasonic phased array system","X. Zhan; D. Zhou; Shili Chen; S. Jin","College of Aeronautical Automation, Civil Aviation University of China, Tianjin, China; College of Aeronautical Automation, Civil Aviation University of China, Tianjin, China; State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, China; State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, China","2009 International Conference on Mechatronics and Automation","","2009","","","4310","4315","An automatic ultrasonic phased array inspection system used for nondestructive testing (NDT) of pipeline girth weld is developed. The linear phased array transducer is optimized by numerical analysis based on a mathematical model. Then hardware and software designs of the system are presented, realizing dynamically focusing in the detection area. A series of technological difficulties are solved. Finally, an automatic flaw detection testing platform on pipeline girth weld is set up. Experimental results illustrate the transducer optimum design improves system performance and the system has good capabilities of ultrasonic transmitting and echo synthesis, greatly improving testing flexibility and testing speed whereas reducing the system's volume and weight. It can be extended to inspect an object with rough surface or irregular structure in industrial NDT field.","2152-7431;2152-744X","978-1-4244-2692-8978-1-4244-2693","10.1109/ICMA.2009.5246569","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5246569","automatic flaw detection;ultrasonic phased array;nondestructive testing;electronic scanning","Phased arrays;Phase detection;Pipelines;Welding;Ultrasonic transducer arrays;Ultrasonic transducers;System testing;Inspection;Nondestructive testing;Numerical analysis","computerised instrumentation;inspection;numerical analysis;pipelines;production engineering computing;transducers;ultrasonic materials testing;welds","automatic flaw detection;pipelines;girth welds;ultrasonic phased array system;nondestructive testing;linear phased array transducer;numerical analysis","","1","11","","","","","","IEEE","IEEE Conferences"
