"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A high-resolution waveform analysis tool","P. M. Powers","Megatest Corp., San Jose, CA, USA","International Test Conference 1988 Proceeding@m_New Frontiers in Testing","","1988","","","547","550","A system is described for very-high-resolution measurement, statistical analysis, and graphical display of waveforms appearing on a VLSI device. Capabilities include superimposing graphs of waveforms resulting from differing test conditions or from different pins. Measurement is done by averaging the results of multiple trials. The measurement device has a resolution of 3 ps, accuracy of 100 ps, and is calibrated using the time-domain reflectometry technique. The system's graphical interface is user-friendly. The author describes the hardware used for the measurements, the software optimization techniques used to obtain sufficient throughput to allow interactive display of waveforms, and the range of applications of the package.<<ETX>>","1089-3539","0-8186-0870","10.1109/TEST.1988.207835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=207835","","Displays;Statistical analysis;Very large scale integration;Testing;Pins;Time domain analysis;Reflectometry;Hardware;Software measurement;Throughput","automatic testing;computer aided analysis;integrated circuit testing;optimisation;software packages;statistical analysis;time-domain reflectometry;VLSI;waveform analysis","IC testing;waveform analysis tool;statistical analysis;graphical display;VLSI device;averaging;multiple trials;time-domain reflectometry;graphical interface;software optimization","","","","","","","","","IEEE","IEEE Conferences"
"Test-suite reduction and prioritization for modified condition/decision coverage","J. A. Jones; M. J. Harrold","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA; Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","IEEE Transactions on Software Engineering","","2003","29","3","195","209","Software testing is particularly expensive for developers of high-assurance software, such as software that is produced for commercial airborne systems. One reason for this expense is the Federal Aviation Administration's requirement that test suites be modified condition/decision coverage (MC/DC) adequate. Despite its cost, there is evidence that MC/DC is an effective verification technique and can help to uncover safety faults. As the software is modified and new test cases are added to the test suite, the test suite grows and the cost of regression testing increases. To address the test-suite size problem, researchers have investigated the use of test-suite reduction algorithms, which identify a reduced test suite that provides the same coverage of the software according to some criterion as the original test suite, and test-suite prioritization algorithms, which identify an ordering of the test cases in the test suite according to some criteria or goals. Existing test-suite reduction and prioritization techniques, however, may not be effective in reducing or prioritizing MC/DC-adequate test suites because they do not consider the complexity of the criterion. This paper presents new algorithms for test-suite reduction and prioritization that can be tailored effectively for use with MC/DC. The paper also presents the results of empirical studies of these algorithms.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1183927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183927","","Software testing;Software algorithms;Costs;System testing;Software maintenance;Computer Society;Safety;FAA;Performance evaluation;Software performance","program testing;performance evaluation","critical software;software testing;commercial airborne systems;test suites;modified condition/decision coverage;test-suite prioritization","","144","15","","","","","","IEEE","IEEE Journals & Magazines"
"Optimizing test to reduce maintenance","M. Pighin; A. Marzona","Dipt. di Math. e Informatica, Udine Univ., Italy; Dipt. di Math. e Informatica, Udine Univ., Italy","21st IEEE International Conference on Software Maintenance (ICSM'05)","","2005","","","465","472","A software package evolves in time through various maintenance release steps whose effectiveness depends mainly on the number of faults left in the modules. Software testing is one of the most demanding and crucial phases to discover and reduce faults. In real environment, time available to test a software release is a given finite quantity. The purpose of this paper is to identify a criterion to estimate an efficient time repartition among software modules to enhance fault location in testing phase and to reduce corrective maintenance. The fundamental idea is to relate testing time to predicted risk level of the modules in the release under test. In our previous work we analyzed several kinds of risk prediction factors and their relationship with faults; moreover, we thoroughly investigated the behavior of faults on each module through releases to find significant fault proneness tendencies. Starting from these two lines of analysis, in this paper we propose a new approach to optimize the use of available testing time in a software release. We tuned and tested our hypotheses on a large industrial environment.","1063-6773","0-7695-2368","10.1109/ICSM.2005.69","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1510141","","Software testing;Software maintenance;Software quality;Software measurement;Software packages;Fault diagnosis;Phase estimation;Fault location;Risk analysis;Production","program testing;software maintenance;software quality;software reliability","test optimization;software package;software testing;software release;fault location;corrective maintenance;industrial environment;software module time repartition;release under test;software quality;software reliability","","","19","","","","","","IEEE","IEEE Conferences"
"Standard test interface language (STIL) a new language for patterns and waveforms","T. Taylor; G. A. Maston","Credence Syst. Corp., Fremont, CA, USA; NA","Proceedings International Test Conference 1996. Test and Design Validity","","1996","","","565","570","This paper presents the major features and capabilities of the new standard test interface language (STIL). A synopsis of the language, typical applications of the language, work that has been done to date, and degree of acceptance by the industry are discussed.","1089-3539","0-7803-3541","10.1109/TEST.1996.557091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=557091","","Standards development;Circuit testing;Meetings;Integrated circuit testing;Circuit simulation;Digital integrated circuits;Hardware;Design optimization;Discrete event simulation;Electronic mail","automatic test software;high level languages;waveform analysis;measurement standards;timing;digital integrated circuits;integrated circuit testing;computational complexity","standard test interface language;acceptance;patterns;waveforms;industry;STIL;digital integrated circuits;data volume minimisation","","16","2","","","","","","IEEE","IEEE Conferences"
"Test case prioritization: a family of empirical studies","S. Elbaum; A. G. Malishevsky; G. Rothermel","Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","2","159","182","To reduce the cost of regression testing, software testers may prioritize their test cases so that those which are more important, by some measure, are run earlier in the regression testing process. One potential goal of such prioritization is to increase a test suite's rate of fault detection. Previous work reported results of studies that showed that prioritization techniques can significantly improve rate of fault detection. Those studies, however, raised several additional questions: 1) Can prioritization techniques be effective when targeted at specific modified versions; 2) what trade-offs exist between fine granularity and coarse granularity prioritization techniques; 3) can the incorporation of measures of fault proneness into prioritization techniques improve their effectiveness? To address these questions, we have performed several new studies in which we empirically compared prioritization techniques using both controlled experiments and case studies.","0098-5589;1939-3520;2326-3881","","10.1109/32.988497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=988497","","Computer aided software engineering;Fault detection;Software testing;System testing;Costs;Software measurement;Radio access networks;Feedback;Debugging;Instruments","program testing","test case prioritization;regression testing;software testing;fault detection rate;fine granularity prioritization techniques;coarse granularity prioritization techniques;fault proneness measures","","364","35","","","","","","IEEE","IEEE Journals & Magazines"
"Getting results from search-based approaches to software engineering","M. Harman; J. Wegener","Brunel Univ., Middlesex, UK; NA","Proceedings. 26th International Conference on Software Engineering","","2004","","","728","729","Like other engineering disciplines, software engineering is typically concerned with near optimal solutions or those which fall within a specified applicable tolerance. More recently, search-based techniques have started to find application in software engineering problem domains. This area of search-based software engineering has its origins in work on search-based testing, which began in the mid 1990s. Already, search-based solutions have been applied to software engineering problems right through the development life cycle.","0270-5257","0-7695-2163","10.1109/ICSE.2004.1317508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1317508","","Software engineering;Genetic algorithms;Application software;Evolutionary computation;Software testing;Software maintenance;Algorithm design and analysis;Robustness;Constraint optimization;Genetic engineering","search problems;software engineering;optimising compilers","search-based software engineering;optimization;search-based testing;software development life cycle","","5","26","","","","","","IEEE","IEEE Conferences"
"Developing engine test software in LabVIEW","P. Turley; M. Wright","CACI, San Antonio, TX, USA; NA","1997 IEEE Autotestcon Proceedings AUTOTESTCON '97. IEEE Systems Readiness Technology Conference. Systems Readiness Supporting Global Needs and Awareness in the 21st Century","","1997","","","575","579","CACI International Inc. is on contract with SAALC/LDAD, the Air Force engine tester program management office, to build an Engine Test/Trim Automated System II (ETTAS II) using Commercial Off The Shelf (COTS) hardware and software. This tester will ultimately replace the three aircraft engine test systems currently used by the Air Force, all of which are becoming increasingly difficult to maintain doe to hardware/software obsolescence problems. In keeping with the COTS requirement, we chose to develop our data acquisition and test program software in LabVIEW 4.0.1 for Windows NT/95. This paper discusses the advantages we have gained in using LabVIEW 4.0.1, a graphical programming language, rather than a conventional programming language as our software development environment. We detail how we were able to take advantage of LabVIEW's instrument control capabilities to optimize our VXI data acquisition process. We then discuss how LabVIEW can be used not only as an instrument control language, but also as a general purpose programming language. We discuss how we used LabVIEW for test program set (TPS) development and for rapidly prototyping user interfaces and program features for immediate operator/customer feedback. The paper also details how LabVIEW enabled os to readily establish a core of ""generic"" VIs (virtual instruments) for subsequent reuse in developing additional TPS for other aircraft engine types/variants.","","0-7803-4162","10.1109/AUTEST.1997.633678","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=633678","","Engines;Software testing;System testing;Computer languages;Instruments;Automatic testing;Hardware;Aircraft propulsion;Data acquisition;Contracts","aircraft testing;aerospace engines;automatic test software;programming environments;visual programming;data acquisition;software prototyping;aerospace computing;software reusability;military aircraft;graphical user interfaces","engine test software;LabVIEW;CACI International;Air Force;program management;ETTAS II;COTS hardware;COTS software;aircraft engine test;test program software;LabVIEW 4.0.1;Windows NT/95;graphical programming language;software development environment;rapidly prototyping;user interfaces;virtual instruments","","8","3","","","","","","IEEE","IEEE Conferences"
"Optimal allocation of test resources for software reliability growth modeling in software development","M. R. Lyu; S. Rangarajan; A. P. A. van Moorsel","Comput. Sci. & Eng. Dept., Chinese Univ. of Hong Kong, Shatin, China; NA; NA","IEEE Transactions on Reliability","","2002","51","2","183","192","A component-based software development approach has become a trend in integrating modern software systems. To ensure the overall reliability of an integrated software system, its software components have to meet certain reliability requirements, subject to some testing schedule and resource constraints. Efficiency improvement of the system-testing can be formulated as a combinatorial optimization problem with known cost, reliability, effort and other attributes of the system components. This paper considers ""software component testing resource allocation"" for a system with single or multiple applications, each with a pre-specified reliability requirement. The relation between failure rates of components and ""cost to decrease this rate"" is modeled by various types of reliability-growth curves. Closed-form solutions to the problem for systems with one single application are developed, and then ""how to solve the multiple application problem using nonlinear programming techniques"" are described. Also examined are the interactions between the system components, and inter-component failure dependencies are included in the modeling formula. In addition to regular systems, the technique is extended to address fault-tolerant systems. A procedure for a systematic approach to the testing resource allocation problem is developed, and its application in a case study of a telecommunications software system is described. This procedure is automated in a reliability allocation tool for an easy specification of the problem and an automatic application of the technique. This methodology gives the basic approach to optimization of testing schedules, subject to reliability constraints. This adds ""interesting new optimization opportunities in the software testing phase"" to the existing optimization literature that is concerned with structural optimization of the software architecture. Merging these two approaches improves the reliability planning accuracy in component-based software development.","0018-9529;1558-1721","","10.1109/TR.2002.1011524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1011524","","Resource management;Software testing;Software reliability;Software systems;Application software;System testing;Programming;Cost function;Closed-form solution;Fault tolerant systems","telecommunication computing;software reliability;program testing;nonlinear programming;combinatorial mathematics;fault tolerant computing","component-based software development approach;software reliability growth modeling;test resources allocation optimisation;integrated software system reliability;combinatorial optimization problem;component failure rates;reliability-growth curves;nonlinear programming;inter-component failure dependencies;telecommunications software system;reliability allocation tool;testing schedules optimization;reliability planning accuracy","","46","28","","","","","","IEEE","IEEE Journals & Magazines"
"Automatic test case optimization: a bacteriologic algorithm","B. Baudry; F. Fleurey; J. -. Jezequel; Y. Le Traon","Univ. de Rennes, France; Univ. de Rennes, France; Univ. de Rennes, France; Univ. de Rennes, France","IEEE Software","","2005","22","2","76","82","Improving test cases automatically is a nonlinear optimization problem. To solve this problem, we've developed a bacteriologic algorithm, adapted from genetic algorithms that can generate and optimize a set of test cases. A .NET component that parses C# source files illustrates our algorithm.","0740-7459;1937-4194","","10.1109/MS.2005.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1407832","evolutionary computing;genetic algorithms;object-oriented programming;test design","Automatic testing;Computer aided software engineering;Software testing;Software algorithms;Software quality;Genetic mutations;Fault detection;Unified modeling language;System testing;Protection","program testing;genetic algorithms;grammars;automatic test pattern generation;network operating systems;object-oriented programming","automatic test case optimization;bacteriologic algorithm;genetic algorithm;.NET component;parser;program testing;object-oriented programming","","25","11","","","","","","IEEE","IEEE Journals & Magazines"
"Putting escape analysis to work for software testing","A. L. Souter; L. L. Pollock","Dept. of Comput. Sci., Drexel Univ., Philadelphia, PA, USA; NA","International Conference on Software Maintenance, 2002. Proceedings.","","2002","","","430","439","Developed primarily for optimization of functional and object-oriented software, escape analysis discerns information to determine whether the lifetime of data exceeds its static scope. We demonstrate how to apply escape analysis to software engineering tasks. In particular we present novel software testing and retesting techniques for object-oriented software which utilize escape analysis. We exploit a combined pointer and escape analysis that is able to identify how individual objects allocated in one region of a program interact with other regions of a program. The analysis framework increases flexibility and scalability as testing coverage can be targeted to a specific arbitrary region of a program, followed by integration testing that can be focused on particular sets of objects escaping the region. We demonstrate how regression testing can be performed utilizing this framework. We believe such a flexible framework becomes increasingly beneficial as applications become more component-oriented.","1063-6773","0-7695-1819","10.1109/ICSM.2002.1167800","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1167800","","Software testing;System testing;Information analysis;Software maintenance;Performance analysis;Software engineering;Performance evaluation;Application software;Software libraries;Computer science","program testing;object-oriented programming;software maintenance","escape analysis;software testing;optimization;functional software;object-oriented software;software engineering;software retesting;pointer analysis;Internet;object-based integration testing;software maintenance;scalability;integration testing;regression testing;component-oriented applications","","1","28","","","","","","IEEE","IEEE Conferences"
"Analysis tools for the evaluation of maintenance software","J. M. C. Barber","REME, Malvern, UK","AUTOTESTCON '88. Symposium Proceedings IEEE International Automatic Testing Conference, Futuretest.","","1988","","","37","40","The amalgamation of information from appropriate fields such as reliability, testability, logistic support, and software engineering gives rise to a constraint-based diagnostic logic model, which provides a valuable baseline for test software requirement definition. It is proposed that the resulting requirements be represented and assessed using techniques similar to and extending those used for the static analysis of source code. This will provide both test package evaluation and acceptance teams (TPEATs) and contractors with the ability to optimize, verify, and validate test software throughout the lifecycle, place less reliance on dynamic tests based on the application of simulated faults and results in cheaper, more effective BIT (built-in testing) and ATE (automated test equipment) software.<<ETX>>","","","10.1109/AUTEST.1988.9582","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582","","Software maintenance;Software tools;Software testing;Automatic testing;Life testing;Logic testing;Embedded software;Logistics;Software engineering;Software packages","automatic test equipment;maintenance engineering;software tools","maintenance software;reliability;testability;logistic support;software engineering;constraint-based diagnostic logic model;test software;static analysis of source code;contractors;BIT;ATE","","1","","","","","","","IEEE","IEEE Conferences"
"A selective software testing method based on priorities assigned to functional modules","M. Hirayama; T. Yamamoto; J. Okayasu; O. Mizuno; T. Kikuno","R&D Center Syst. Eng. Lab, Toshiba Corp., Japan; NA; NA; NA; NA","Proceedings Second Asia-Pacific Conference on Quality Software","","2001","","","259","267","As software systems have been introduced to many advanced applications, the size of software systems increases so much. Simultaneously, the lifetime of software systems becomes very small and thus their development is required within a relatively short period. We propose a novel selective software testing method that aims to attain the requirement of short period development. The proposed method consists of 3 steps: assign priorities to functional modules (Step 1), derive a test specification (Step 2), and construct a test plan (Step 3) according to the priorities. In Step 1, for development of functional modules, we select both product and process properties to calculate priorities. Then, in Step 2, we generate detailed test items for each module according to its priority. Finally, in Step 3, we manage test resources including time and developer's skill to attain the requirement. As a result of experimental application, we can show the superiority of the proposed testing method compared to the conventional testing method.","","0-7695-1287","10.1109/APAQS.2001.990028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=990028","","Software testing;System testing;Embedded software;Software systems;Fault detection;Application software;Programming;Research and development;Systems engineering and theory;Resource management","program testing;formal specification;resource allocation","selective software testing method;functional modules;priority assignment;software systems lifetime;short period development;test specification;test plan;process properties;product properties;test resources;design of testing specification","","2","11","","","","","","IEEE","IEEE Conferences"
"Empirical studies of test case prioritization in a JUnit testing environment","H. Do; G. Rothermel; A. Kinneer","Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA; Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA; Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA","15th International Symposium on Software Reliability Engineering","","2004","","","113","124","Test case prioritization provides a way to run test cases with the highest priority earliest. Numerous empirical studies have shown that prioritization can improve a test suite's rate of fault detection, but the extent to which these results generalize is an open question because the studies have all focused on a single procedural language, C, and a few specific types of test suites, in particular, Java and the JUnit testing framework are being used extensively in practice, and the effectiveness of prioritization techniques on Java systems tested under JUnit has not been investigated. We have therefore designed and performed a controlled experiment examining whether test case prioritization can be effective on Java programs tested under JUnit, and comparing the results to those achieved in earlier studies. Our analyses show that test case prioritization can significantly improve the rate of fault detection of JUnit test suites, but also reveal differences with respect to previous studies that can be related to the language and testing paradigm.","1071-9458","0-7695-2215","10.1109/ISSRE.2004.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1383111","","System testing;Java;Software testing;Fault detection;Performance evaluation;Software systems;Computer science;Systems engineering and theory;Feedback;Software performance","program testing;software fault tolerance;Java","test case prioritization;JUnit testing environment;software fault detection;Java program;object-oriented system","","","33","","","","","","IEEE","IEEE Conferences"
"Prioritizing Software Requirements In An Industrial Setting","K. Ryan; J. Karlsson","University of Limerick; NA","Proceedings of the (19th) International Conference on Software Engineering","","1997","","","564","565","","0270-5257","0-89791-914","10.1145/253228.253453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=610408","","Computer industry;Collaborative software;Costs;Permission;Software testing;System testing;Lead;Telephony;Software engineering;Prototypes","Requirements, prioritizing, release planning","","","6","2","","","","","","IEEE","IEEE Conferences"
"Issues in optimizing the test process-a Telecom case study","F. Frayman; M. Tegethoff; B. White","Hewlett Packard Labs., Vancouver, WA, USA; NA; NA","Proceedings International Test Conference 1996. Test and Design Validity","","1996","","","800","808","There is significant interest in the electronics industry to achieve the optimum test process. The HP have developed simulation methodologies that assist manufacturing engineers to optimize their test process. This paper illustrates this methodology in a generic cellular phone line.","1089-3539","0-7803-3541","10.1109/TEST.1996.557140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=557140","","Telecommunications;Computer aided software engineering;Cost function;Assembly;Manufacturing processes;Electronic equipment testing;Virtual manufacturing;Optimization methods;Laboratories;Cellular phones","cellular radio;telecommunication equipment testing;production testing;optimisation;sensitivity analysis;modelling;electronic equipment testing","test process;Telecom;electronics industry;optimum test process;simulation;manufacturing engineers;generic cellular phone line;Hewlett Packard","","1","6","","","","","","IEEE","IEEE Conferences"
"Methods to reduce test application time for accumulator-based self-test","A. P. Stroele; F. Mayer","Inst. of Comput. Design & Fault Tolerance, Karlsruhe Univ., Germany; NA","Proceedings. 15th IEEE VLSI Test Symposium (Cat. No.97TB100125)","","1997","","","48","53","Accumulators based on addition or subtraction can be used as test pattern generators. Some circuits, however, require long test lengths if the parameters of the accumulator are not properly adapted. This paper presents two different methods to minimize the test length without sacrificing fault coverage. The simulation-based reseeding method is suited to random pattern testable circuits and uses forward and reverse order simulation to skip ineffective patterns. The analytical method is appropriate for circuits with ""hard"" faults that are detected only by few test patterns. This method searches for an optimal input value of the accumulator and calculates the best seed analytically. The results show significant test length reductions. The proposed pattern generators can be implemented very efficiently in hardware using available blocks of a data path or in software using an embedded processor.","1093-0167","0-8186-7810","10.1109/VTEST.1997.599440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=599440","","Automatic testing;Built-in self-test;Circuit testing;Registers;Circuit faults;Test pattern generators;Fault detection;Hardware;Circuit simulation;Embedded software","built-in self test;combinational circuits;fault diagnosis;logic testing;circuit optimisation;automatic test software;circuit analysis computing","accumulator-based self-test;test application time reduction;test pattern generators;test length minimization;fault coverage;simulation-based reseeding method;random pattern testable circuits;forward simulation;reverse order simulation;hard fault detection;optimal input value;test length reductions;data path blocks;embedded processor;BIST scheme;circuit optimization;ATALANTA fault simulation;combinatorial circuit testing","","18","21","","","","","","IEEE","IEEE Conferences"
"Variable search space for software testing","R. Sagarna; J. A. Lozano","Intelligent Syst. Group, Basque Country Univ., San Sebastian, Spain; Intelligent Syst. Group, Basque Country Univ., San Sebastian, Spain","International Conference on Neural Networks and Signal Processing, 2003. Proceedings of the 2003","","2003","1","","575","578 Vol.1","Testing is an essential phase in the software life cycle. One of the most important tasks testing involves is the automatic generation of the test inputs. The field of evolutionary testing aims at solving this task by means of combinatorial optimization search methods. An evolutionary testing based approach to the automatic generation of test cases is presented. The developed approach considers variable search regions in which appropriate test inputs are sought. The search is performed by means of an emerging, set of evolutionary algorithms called estimation of distribution algorithms. The experimental results obtained show this approach as a promising option for tackling this problem.","","0-7803-7702","10.1109/ICNNSP.2003.1279338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1279338","","Software testing;Automatic testing;Electronic design automation and methodology;Modems;Intelligent systems;Life testing;System testing;Optimization methods;Search methods;Evolutionary computation","evolutionary computation;search problems;program testing;optimisation;combinatorial mathematics","software testing;variable search space;evolutionary testing;combinatorial optimization search methods;estimation of distribution algorithms","","","13","","","","","","IEEE","IEEE Conferences"
"Natural optimization algorithms for optimal regression testing","P. Mansour; K. El-Fakih","Dept. of Comput. Sci., Lebanese American Univ., Beirut, Lebanon; NA","Proceedings Twenty-First Annual International Computer Software and Applications Conference (COMPSAC'97)","","1997","","","511","514","The optimal regression testing problem is that of determining the minimum number of test cases needed for revalidating modified software in the maintenance phase. The present two natural optimization algorithms, namely simulated annealing and genetic algorithms, for solving this problem. The algorithms are based on an integer programming problem formulation and the program's control-flow graph. The main advantage of these algorithms is that they do not suffer from exponential explosion for realistic program sizes. The experimental results show that they find optimal or near-optimal number of retests in a reasonable time.","0730-3157","0-8186-8105","10.1109/CMPSAC.1997.625060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=625060","","Linear programming;Computer science;Simulated annealing;Genetic algorithms;Software maintenance;Software testing;Costs;Flow graphs;Software algorithms;Computational modeling","genetic algorithms;simulated annealing;integer programming;program testing;software maintenance","natural optimization algorithms;optimal regression testing;minimum test cases;modified software revalidation;maintenance phase;simulated annealing algorithms;genetic algorithms;integer programming problem;program control flow graph;realistic program sizes;retests","","1","15","","","","","","IEEE","IEEE Conferences"
"An analysis of ATE computational architecture","A. R. Taylor","LTX/Trillium, San Jose, CA, USA","Proceedings. International Test Conference 1990","","1990","","","514","519","The author discusses the following aspects of test system software: the use of the latest computer technology; the use of the latest software technology, such as graphics and object-oriented programming; the role of the ATE (automatic test equipment) vendor in providing test solutions; the role of the tester user in designing device tests, analyzing test results, and developing production-worthy test solutions. The impact that changes in the state-of-the-art of computer and software design are having on ATE tester architectures is summarized. The importance of the need to be flexible and independent of these changes is shown as it relates to the system software engineer and, even more important, to the device engineer, who is the end user of the test system. The author discusses a two-tiered approach whereby an engineer who is extremely knowledgeable about the tester develops applications that optimize the use of the tester resources. Last, the enVision visual environment is shown; it is an environment ideally suited to the type of work that a device engineer needs to do.<<ETX>>","","0-8186-9064","10.1109/TEST.1990.114062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=114062","","Computer architecture;Software testing;System testing;Automatic testing;System software;Computer graphics;Object oriented programming;Automatic test equipment;Software design;Systems engineering and theory","automatic test equipment;computer architecture;computer graphics;object-oriented programming;programming environments;software tools;user interfaces","test language;Vary Tool;Spec Tool;Pattern Tool;Waveform Tool;ATE computational architecture;graphics;object-oriented programming;automatic test equipment;software engineer;end user;enVision visual environment","","","","","","","","","IEEE","IEEE Conferences"
"A study of effective regression testing in practice","W. E. Wong; J. R. Horgan; S. London; H. Agrawal","Bellcore, Morristown, NJ, USA; NA; NA; NA","Proceedings The Eighth International Symposium on Software Reliability Engineering","","1997","","","264","274","The purpose of regression testing is to ensure that changes made to software, such as adding new features or modifying existing features, have not adversely affected features of the software that should not change. Regression testing is usually performed by running some, or all, of the test cases created to test modifications in previous versions of the software. Many techniques have been reported on how to select regression tests so that the number of test cases does not grow too large as the software evolves. Our proposed hybrid technique combines modification, minimization and prioritization-based selection using a list of source code changes and the execution traces from test cases run on previous versions. This technique seeks to identify a representative subset of all test cases that may result in different output behavior on the new software version. We report our experience with a tool called ATAC (Automatic Testing Analysis tool in C) which implements this technique.","","0-8186-8120","10.1109/ISSRE.1997.630875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=630875","","Software testing;Performance evaluation;Software performance;Software debugging;Computer bugs;Time factors","statistical analysis;configuration management;software maintenance;program testing;software tools;minimisation","regression testing;software changes;software features;test cases;program modifications;previous software versions;hybrid technique;modification-based test selection;prioritization-based selection;source code changes;execution traces;representative subset;output behavior;ATAC;Automatic Testing Analysis tool in C;test set minimization;test set prioritization","","130","25","","","","","","IEEE","IEEE Conferences"
"Requirements driven software evolution","L. Tahvildari; K. Kontogiannis","Dept. of Electr. & Comput. Eng., Waterloo Univ., Ont., Canada; Dept. of Electr. & Comput. Eng., Waterloo Univ., Ont., Canada","Proceedings. 12th IEEE International Workshop on Program Comprehension, 2004.","","2004","","","258","259","Software evolution is an integral part of the software life cycle. Furthermore in the recent years the issue of keeping legacy systems operational in new platforms has become critical and one of the top priorities in IT departments worldwide. The research community and the industry have responded to these challenges by investigating and proposing techniques for analyzing, transforming, integrating, and porting software systems to new platforms, languages, and operating environments. However, measuring and ensuring that compliance of the migrant system with specific target requirements have not been formally and thoroughly addressed. We believe that issues such as the identification, measurement, and evaluation of specific re-engineering and transformation strategies and their impact on the quality of the migrant system pose major challenges in the software re-engineering community. Other related problems include the verification, validation, and testing of migrant systems, and the design of techniques for keeping various models (architecture, design, source code) during evolution, synchronized. In this working session, we plan to assess the state of the art in these areas, discuss on-going work, and identify further research issues.","1092-8138","0-7695-2149","10.1109/WPC.2004.1311070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311070","","Software quality;Computer architecture;System testing;Computer industry;Software systems;Software measurement;Software tools;Application software;Software design;Algorithm design and analysis","software prototyping;integrated software;systems re-engineering;formal verification;program testing;software architecture","requirements driven software evolution;software life cycle;legacy system;integrated software;operating environment;software re-engineering;formal verification;program testing;software architecture","","","13","","","","","","IEEE","IEEE Conferences"
"Optimizing automated testing for high throughput","J. C. Connell; L. Wheelwright","NA; NA","Proceedings, IEEE AUTOTESTCON","","2002","","","134","139","Throughput in automated testing is a critical issue, especially at the maintenance level. Some general rules and approaches, when used with an analysis of the total test requirement, can often substantially reduce test time. New programming environments and new (to test equipment) interface standards such as Ethernet, when available, may provide significant throughput improvement in a test system. Agilent's recent work with manufacturers in the wireless industry has helped validate a variety of approaches to optimize test throughput for transceiver manufacturing. We have found that very significant gains can be realized from only a modest investment. This paper describes successful practices and techniques for optimizing test throughput, and gives specific quantitative examples of the improvements that have been achieved.","1080-7725","0-7803-7441","10.1109/AUTEST.2002.1047883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1047883","","Automatic testing;Temperature;Throughput;System testing;Frequency locked loops;Instruments;Low voltage;Lifting equipment;Manufacturing industries;Transceivers","automatic test equipment;optimisation;maintenance engineering;transceivers;telecommunication equipment testing;peripheral interfaces;local area networks;automatic test software","automated testing optimization;test throughput;maintenance level test;test time;programming environments;interface standards;Ethernet;wireless industry;transceiver manufacturing","","2","","","","","","","IEEE","IEEE Conferences"
