"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Position Paper: Software-Defined Network Service Chaining","J. Blendin; J. Rückert; N. Leymann; G. Schyguda; D. Hausheer","NA; NA; NA; NA; NA","2014 Third European Workshop on Software Defined Networks","","2014","","","109","114","Network service chaining allows composing services out of multiple service functions. Traditional network service functions include, e.g., firewalls, TCP optimizers, web proxies, or higher layer applications. Network service chaining requires flexible service function deployment models. Related work facilitating service chaining include, e.g., the network service header proposal discussed at the IETF or the complementary work on network function virtualization (NFV) at ETSI. This position paper presents a high-level concept and architecture to enable service chaining using Software Defined Networking (SDN), specifically OpenFlow in a telecommunication environment. The paper discusses required functionalities, challenges, and testbed aspects to implement and test such an approach. Finally, the set of implemented service functions and management interfaces are highlighted to demonstrate the approach as a proof of concept for a selection of relevant use cases.","2379-0350;2379-0369","978-1-4799-6919","10.1109/EWSDN.2014.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984061","Network Service Chaining;Network Function Virtualization","Switches;IP networks;Ports (Computers);Software;Linux;Routing;Mobile communication","software defined networking;virtualisation","software-defined network service chaining;service function deployment model;network service header;network function virtualization;SDN;OpenFlow","","25","14","","","","","","IEEE","IEEE Conferences"
"Dynamic load modelling based on power quality recorder data","A. A. Rahim; M. F. Hashim; M. F. Mohd Siam","TNB Research, Malaysia; TNB Research, Malaysia; TNB Research, Malaysia","2013 IEEE 7th International Power Engineering and Optimization Conference (PEOCO)","","2013","","","119","123","The objective of the study is to derive, test and verify the dynamic load model parameters in TNB power system. Measurement tools used including online power quality monitoring system which record the voltage and current during voltage sag and other type of disturbances on the upstream networks. The disturbance data for the same location at different date is recorded and stored in centre server for reporting and analysis. The measurement point is at the distribution 11kV feeder with sampling resolution at 32 samples per cycle. Data processing using sample to RMS voltage and current and calculated Power (P) and Reactive power (Q). Load parameter derivation software (LMPD) from Electric Power Research Institute (EPRI) USA was used to derive the load model parameters. For model testing and validation, PSSE software was used to test the model and verify the load response by simulating the similar disturbance in the system.","","978-1-4673-5074-7978-1-4673-5072-3978-1-4673-5073","10.1109/PEOCO.2013.6564527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6564527","Dynamic load model;PQ recorder;induction motor;ZIP model","Load modeling;Induction motors;Data models;Reactive power;Power system dynamics;Power measurement;Voltage fluctuations","computerised monitoring;electric current measurement;power distribution faults;power supply quality;power system measurement;power system simulation;reactive power;recorders;voltage measurement","power quality recorder data;TNB power system;dynamic load model parameters;measurement tools;online power quality monitoring system;current recording;voltage recording;voltage sag;disturbance data simulation;centre server;distribution feeder;measurement point;data processing;RMS voltage;calculated power;reactive power;RMS current;load parameter derivation software;LMPD;model testing;PSSE software;load response;power system software simulation;voltage 11 kV","","1","6","","","","","","IEEE","IEEE Conferences"
"A comprehensive energy saving potential evaluation method for the distribution networks","B. Chen; T. Cui; L. Ye; C. Li","Guangxi Key Laboratory of Power System Optimization and Energy Technology (Guangxi University) Nanning, China; Guangxi Key Laboratory of Power System Optimization and Energy Technology (Guangxi University) Nanning, China; Guangxi Key Laboratory of Power System Optimization and Energy Technology (Guangxi University) Nanning, China; Guangxi Key Laboratory of Power System Optimization and Energy Technology (Guangxi University) Nanning, China","2015 5th International Conference on Electric Utility Deregulation and Restructuring and Power Technologies (DRPT)","","2015","","","478","481","The construction projects for distribution networks require good economy besides energy saving and voltage quality improvement. Thus the line loss rate and voltage qualification rate are the main assessment indices of construction projects for distribution networks. This paper proposes a comprehensive energy saving potential (ESP) evaluation system for distribution networks. The above basic indices and comprehensive ESP indices for each selected feeder are calculated under different improvement measures. Firstly, typical feeders are modeled using Power Factory software. Then power flow for distribution networks is calculated and weak networks can be found. Secondly, improvement measures for typical feeders can be chosen based on weak networks analysis to achieve the purpose of reducing the power loss rate. Thirdly, the paper gives the definition of loss reduction rate, voltage improvement rate and economic benefits. Furthermore, the implementation order of the measures is optimized according to the value of comprehensive ESP indices and the difficulty extent of implementation. The investment cost and the transformation effect are considered simultaneously for planning. Four measures which include replacing high-loss transformers and worn conductors, adding reactive power compensation devices and adjusting bus voltage are carried out on the IEEE 33-bus test system. The results of simulation calculation demonstrate the validity and superiority of the proposed system.","","978-1-4673-7106-3978-1-4673-7105","10.1109/DRPT.2015.7432308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7432308","distribution network;loss reduction;voltage quality;cost-effectiveness;energy saving potential","Voltage measurement;Power measurement;Loss measurement;Q measurement;Electric potential;Economics;Investment","distribution networks;energy conservation;load flow;reactive power","comprehensive energy saving potential evaluation method;distribution networks;line loss rate;voltage qualification rate;power flow;weak networks;loss reduction rate;voltage improvement rate;reactive power compensation devices;bus voltage;IEEE 33-bus test system","","1","14","","","","","","IEEE","IEEE Conferences"
"Testing the capacity of off-the-shelf systems to store 10GbE traffic","V. Moreno; J. Ramos; J. L. Garcia-dorado; I. Gonzalez; F. J. Gomez-arribas; J. Aracil","Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid","IEEE Communications Magazine","","2015","53","9","118","125","The maturity of the telecommunications market and the fact that user demands increase every day leaves network operators no option but to deploy high-speed infrastructures and test them in an efficient and economical manner. A common approach to this problem has been the storage of network traffic samples for analysis and replay using different versions of what we have named NTSS. This type of task is particularly demanding in 10 Gb Ethernet links and has traditionally been addressed by closed solutions or NTSS built on top of high-end hardware. However, these approaches lack flexibility and extensibility, which typically translates into higher cost. This work studies how NTSS can be built using COTS: a combination of commodity hardware and open source software. To this end, we present the current limitations of COTS systems and focus on low-level optimization techniques at several levels: the NIC driver, hard drives, and the software interaction between them. The application of these techniques has proven crucial for reaching 10 Gb/s rates, as different state-of-the-art systems have shown after an extensive performance test.","0163-6804;1558-1896","","10.1109/MCOM.2015.7263355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7263355","","Throughput;File systems;Telecommunication traffic;Oscillators;Telecommunication network management","local area networks;public domain software;telecommunication links;telecommunication traffic","off-the-shelf system capacity testing;telecommunication market;high-speed infrastructure deployment;network traffic storage;NTSS;Ethernet link;high-end hardware;COTS system;open source software;commodity hardware;low-level optimization technique;NIC driver;hard drive;software interaction;commercial off-the-shelf solution","","5","15","","","","","","IEEE","IEEE Journals & Magazines"
"RFID system optimization for item-level pharmaceutical serialization","M. Laniel; I. Uysal","RFID Lab for Applied Research, University of South Florida, Tampa, 33620, USA; RFID Lab for Applied Research, University of South Florida, Tampa, 33620, USA","2013 IEEE International Conference on RFID-Technologies and Applications (RFID-TA)","","2013","","","1","6","A pharmaceutical company facilitated a program to serialize some of their products through the use of RFID tags at the unit-level. However, the system implemented on one of their packaging lines was unreliable. We have developed a laboratory test system that physically simulates the packaging line in order to find a working solution without any interruption to ongoing production. In this paper we discuss the methodical and analytical optimization steps we followed to find a combination of RFID hardware and software parameters which led to acceptable and repeatable performance (&gt;99.5% write/lock/read success rate for a high speed packaging lane) within company requirements and physical limitations. The solution involved modifications of the tag placement, antenna type, reader output power level and low level reader protocol for different Miller modulations compared to the original implementation. Although the solution was first found and tested in a laboratory setting, it was later validated on the actual packaging line in the factory.","","978-1-4799-2114","10.1109/RFID-TA.2013.6694507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6694507","radio frequency identification;item-level;pharmaceuticals;serialization","Radiofrequency identification;Satellites;Packaging;Software;Testing;Satellite antennas","optimisation;pharmaceutical industry;radiofrequency identification","RFID system optimization;item-level pharmaceutical serialization;pharmaceutical company;laboratory test system;tag placement;antenna type;reader output power level;low level reader protocol;Miller modulations","","","8","","","","","","IEEE","IEEE Conferences"
"Hard test generation for augmenting path maximum flow algorithms using genetic algorithms: Revisited","M. Buzdalov; A. Shalyto","ITMO University, 49 Kronverkskiy av., Saint-Petersburg, Russia, 197101; ITMO University, 49 Kronverkskiy av., Saint-Petersburg, Russia, 197101","2015 IEEE Congress on Evolutionary Computation (CEC)","","2015","","","2121","2128","To estimate performance of computer science algorithms reliably, one has to create worst-case execution time tests. For certain algorithms this task can be difficult. To reduce the amount of human effort, authors attempt using search-based optimization techniques, such as genetic algorithms. Our previous paper addressed test generation for several maximum flow algorithms. Genetic algorithms were applied for test generation and showed promising results. However, one of the aspects of maximum flow algorithm implementation was missing in that paper: parallel edges (edges which share source and target vertices) were not merged into one single edge (which is allowed in solving maximum flow problems). In this paper, parallel edge merging is implemented and new results are reported. A surprising fact is shown that fitness functions and choices of genetic operators which were the most efficient in the previous paper are much less efficient in the new setup and vice versa. What is more, the set of maximum flow algorithms, for which significantly better tests are generated, changed completely as well.","1089-778X;1941-0026","978-1-4799-7492-4978-1-4799-7491","10.1109/CEC.2015.7257146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7257146","","Generators;Genetic algorithms;Sociology;Statistics;Software algorithms;Extraterrestrial measurements;Genetics","genetic algorithms;program testing;search problems","hard test generation;path maximum flow algorithms;computer science algorithms;worst-case execution time tests;search-based optimization techniques;genetic algorithms;parallel edge merging;fitness functions;genetic operators","","","15","","","","","","IEEE","IEEE Conferences"
"Potential distribution computation and structure optimization for composite cross-arms in 750 kV AC transmission line","X. Yang; N. Li; Z. Peng; J. Liao; Q. Wang","State Key Laboratory of Electrical Insulation and Power Equipment Xi'an Jiaotong University Xi'an, Shaanxi, 710049, P.R.China; State Key Laboratory of Electrical Insulation and Power Equipment Xi'an Jiaotong University Xi'an, Shaanxi, 710049, P.R.China; State Key Laboratory of Electrical Insulation and Power Equipment Xi'an Jiaotong University Xi'an, Shaanxi, 710049, P.R.China; State Key Laboratory of Electrical Insulation and Power Equipment Xi'an Jiaotong University Xi'an, Shaanxi, 710049, P.R.China; State Key Laboratory of Electrical Insulation and Power Equipment Xi'an Jiaotong University Xi'an, Shaanxi, 710049, P.R.China","IEEE Transactions on Dielectrics and Electrical Insulation","","2014","21","4","1660","1669","As composite cross-arm will be used in domestic 750 kV AC transmission line for the first time, careful and meticulous preparatory work is highly needed. Using a three-dimension (3-D) finite-element method (FEM) software, this paper presents computation results of the potential and electric field distribution for composite crossarms in the process of structure optimization. Several optimization programs for composite cross-arm have been studied and the final design is made to omit the suspension insulator string, to increase the length of post insulators and to configure suitable grading and shielding rings based on preliminary design. A set of grading and shielding rings configuration program has been proposed. The comparison between optimized composite cross-arms and 750 kV line composite insulators indicates that composite cross-arms have better potential distribution. The electric tests demonstrate that optimized composite cross-arms have good electrical performance and can meet operation requirements.","1070-9878;1558-4135","","10.1109/TDEI.2014.004130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877993","Composite cross-arms;potential distribution;structure optimization;electric field;750 kV AC;finite element method (FEM);grading and shielding rings.","Insulators;Suspensions;Electric potential;Finite element analysis;Flanges;Poles and towers;Optimization","cable shielding;composite insulators;finite element analysis;power overhead lines","potential distribution computation;structure optimization;composite cross-arms;AC transmission line;3D finite-element method software;FEM software;electric field distribution;suspension insulator string;shielding rings;composite insulators;potential distribution","","9","17","","","","","","IEEE","IEEE Journals & Magazines"
"Enhancing students' geometrical thinking levels through Van Hiele's phase-based Geometer's Sketchpad-aided learning","A. H. Abdullah; J. Surif; L. M. Tahir; N. H. Ibrahim; E. Zakaria","Faculty of Education, Universiti Teknologi Malaysia, Skudai, Malaysia; Faculty of Education, Universiti Teknologi Malaysia, Skudai, Malaysia; Faculty of Education, Universiti Teknologi Malaysia, Skudai, Malaysia; Faculty of Education, Universiti Teknologi Malaysia, Skudai, Malaysia; Faculty of Education, Universiti Kebangsaan Malaysia, Bangi, Malaysia","2015 IEEE 7th International Conference on Engineering Education (ICEED)","","2015","","","106","111","The content order of geometric components in the mathematics curriculum and the teaching process in a geometry class are said to be in contrast with the existing level of geometric thinking among secondary school students in Malaysia. Van Hiele (1986) proposed that directions should be given at the same level as the students' ability and therefore recommended phases of learning geometry in order to address this issue. The present study investigates the effectiveness of activities based on Van Hiele's phases of learning geometry by using the Geometer's Sketchpad (GSP) software which researchers claim is in line with the approach of Van Hiele's model. A quasi-experimental design was used in this study. The study was conducted for six weeks and involved 94 students and two teachers from a secondary school. The students were divided into control and treatment groups, with each group consisting of 47 students. Van Hiele's geometry test was given to both groups before and after the treatment. Five students from each group were randomly selected to identify the early and final levels of their geometric thinking in greater depth. Wilcoxon signed-rank test analysis showed that, although both groups showed significant differences between the early and final levels of their geometric thinking, the students' final thinking levels in both groups were significantly different. The findings from the analysis of the interview data also support the findings of the statistical analysis. Therefore, it is demonstrated that the Van Hiele phases of learning geometry should be used as a reference in arranging the geometric curriculum and content. In addition, the Van Hiele model and the GSP software can be used as an approach to teaching and learning geometry in the classroom to help students improve their level of geometric thinking.","","978-1-4799-8810-5978-1-4799-8809","10.1109/ICEED.2015.7451502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7451502","Geometrical thinking;Van Hiele Model;Geometry;Geometer's Sketchpad;Dynamic Geometry Software","Geometry;Software;Mathematical model;Shape;Conferences;Engineering education","computer aided instruction;design of experiments;mathematics computing;statistical testing","student geometrical thinking levels;Van Hiele phase-based geometer sketchpad-aided learning;geometric components;mathematics curriculum;teaching process;geometry class;secondary school students;Malaysia;student ability;GSP software;quasiexperimental design;Wilcoxon signed-rank test analysis;geometric curriculum;geometric content","","","42","","","","","","IEEE","IEEE Conferences"
"Automated diagnosis of software configuration errors","S. Zhang; M. D. Ernst","Computer Science & Engineering, University of Washington, USA; Computer Science & Engineering, University of Washington, USA","2013 35th International Conference on Software Engineering (ICSE)","","2013","","","312","321","The behavior of a software system often depends on how that system is configured. Small configuration errors can lead to hard-to-diagnose undesired behaviors. We present a technique (and its tool implementation, called ConfDiagnoser) to identify the root cause of a configuration error - a single configuration option that can be changed to produce desired behavior. Our technique uses static analysis, dynamic profiling, and statistical analysis to link the undesired behavior to specific configuration options. It differs from existing approaches in two key aspects: it does not require users to provide a testing oracle (to check whether the software functions correctly) and thus is fully automated; and it can diagnose both crashing and non-crashing errors. We evaluated ConfDiagnoser on 5 non-crashing configuration errors and 9 crashing configuration errors from 5 configurable software systems written in Java. On average, the root cause was ConfDiagnoser's fifth-ranked suggestion; in 10 out of 14 errors, the root cause was one of the top 3 suggestions; and more than half of the time, the root cause was the first suggestion.","0270-5257;1558-1225","978-1-4673-3076-3978-1-4673-3073","10.1109/ICSE.2013.6606577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6606577","","Databases;Computer crashes;Software;Java;Instruments;Debugging;Libraries","configuration management;Java;program diagnostics;statistical analysis","software configuration error diagnosis;ConfDiagnoser;configuration error identification;static analysis;dynamic profiling;statistical analysis;noncrashing configuration errors;configurable software system;Java","","35","36","","","","","","IEEE","IEEE Conferences"
"Gain-Scheduled<inline-formula><tex-math notation=""LaTeX"">$\ell _{1}$</tex-math></inline-formula>-Optimal Control of Variable-Speed-Variable-Pitch Wind Turbines","H. Jafarnejadsani; J. Pieper","Department of Mechanical Science and Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Department of Mechanical Engineering, University of Calgary, Calgary, AB, Canada","IEEE Transactions on Control Systems Technology","","2015","23","1","372","379","The fast-growing technology of large scale wind turbines demands control systems capable of enhancing both the efficiency of capturing wind power, and the useful life of the turbines themselves. l<sub>1</sub>-Optimal control is an approach to deal with persistent exogenous disturbances which have bounded magnitude (l<sub>∞</sub>-norm) such as realistic wind disturbances and turbulence profiles. In this brief, we develop an efficient method to compute the l<sub>1</sub>-norm of a system. As the control synthesis problem is nonconvex, we use the proposed method to design the optimal output feedback controllers for a linear model of a wind turbine at different operating points using genetic algorithm optimization. The locally optimized controllers are interpolated using a gain-scheduled technique with guaranteed stability. The controller is tested with comprehensive simulation studies on a 5 MW wind turbine using fatigue, aerodynamics, structures, and turbulence (FAST) software. The proposed controller is compared with a well-tuned proportional-integral (PI) controller. The results show improved power quality, and decrease in the fluctuations of generator torque and rotor speed.","1063-6536;1558-0865;2374-0159","","10.1109/TCST.2014.2320675","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6817567","Computation speed;discrete-time system;fatigue;aerodynamics;structures;and turbulence (FAST) software;gain-scheduling;genetic algorithm (GA);ℓ₁-optimal control;variable-speed--variable-pitch (VS--VP) wind turbine.;Computation speed;discrete-time system;fatigue;aerodynamics;structures;and turbulence (FAST) software;gain-scheduling;genetic algorithm (GA);$\ell_{1}$ -optimal control;variable-speed–variable-pitch (VS–VP) wind turbine","Wind turbines;Generators;Torque;Rotors;Wind speed;Optimization;Discrete-time systems","aerodynamics;control system synthesis;fatigue;gain control;genetic algorithms;optimal control;stability;turbulence;wind power plants;wind turbines","gain-scheduled l1-optimal control;variable-speed-variable-pitch wind turbines;large scale wind turbine demand control systems;wind power capturing efficiency;realistic wind disturbances;turbulence profiles;control synthesis problem;optimal output feedback controllers;linear model;genetic algorithm optimization;locally optimized controllers;gain-scheduled technique;guaranteed stability;fatigue-aerodynamics-structures and turbulence software;FAST software;proportional-integral controller;PI controller;power quality;generator torque;generator rotor speed","","20","24","","","","","","IEEE","IEEE Journals & Magazines"
"Green Networking With Packet Processing Engines: Modeling and Optimization","R. Bolla; R. Bruschi; A. Carrega; F. Davoli","Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa; National Inter-University Consortium for Telecommunications (CNIT), University of Genoa Research Unit, Genoa, Italy; Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa; Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa","IEEE/ACM Transactions on Networking","","2014","22","1","110","123","With the aim of controlling power consumption in metro/transport and core networks, we consider energy-aware devices able to reduce their energy requirements by adapting their performance. In particular, we focus on state-of-the-art packet processing engines, which generally represent the most energy-consuming components of network devices, and which are often composed of a number of parallel pipelines to “divide and conquer” the incoming traffic load. Our goal is to control both the power configuration of pipelines and the way to distribute traffic flows among them. We propose an analytical model to accurately represent the impact of green network technologies (i.e., low power idle and adaptive rate) on network- and energy-aware performance indexes. The model has been validated with experimental results, performed by using energy-aware software routers loaded by real-world traffic traces. The achieved results demonstrate how the proposed model can effectively represent energy- and network-aware performance indexes. On this basis, we propose a constrained optimization policy, which seeks the best tradeoff between power consumption and packet latency times. The procedure aims at dynamically adapting the energy-aware device configuration to minimize energy consumption while coping with incoming traffic volumes and meeting network performance constraints. In order to deeply understand the impact of such policy, a number of tests have been performed by using experimental data from software router architectures and real-world traffic traces.","1063-6692;1558-2566","","10.1109/TNET.2013.2242485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462001","Adaptive rate;forwarding engine;green networking;low power idle;multipipeline","Pipelines;Engines;Performance evaluation;Power demand;Green products;Servers;Optimization","computer networks;divide and conquer methods;green computing;optimisation;telecommunication computing;telecommunication traffic","real-world traffic traces;software router architectures;energy-aware device configuration;constrained optimization policy;energy-aware software routers;divide and conquer method;state-of-the-art packet processing engines;metro-transport networks;core networks;power consumption;packet processing engines;green networking","","21","41","","","","","","IEEE","IEEE Journals & Magazines"
"Design and Analysis of a 32-bit Embedded High-Performance Cluster Optimized for Energy and Performance","M. F. Cloutier; C. Paradis; V. M. Weaver","NA; NA; NA","2014 Hardware-Software Co-Design for High Performance Computing","","2014","","","1","8","A growing number of supercomputers are being built using processors with low-power embedded ancestry, rather than traditional high-performance cores. In order to evaluate this approach we investigate the energy and performance tradeoffs found with ten different 32-bit ARM development boards while running the HPL Linpack and STREAM benchmarks.Based on these results (and other practical concerns) we chose the Raspberry Pi as a basis for a power-aware embedded cluster computing testbed. Each node of the cluster is instrumented with power measurement circuitry so that detailed cluster-wide power measurements can be obtained, enabling power / performance co-design experiments.While our cluster lags recent x86 machines in performance, the power, visualization, and thermal features make it an excellent low-cost platform for education and experimentation.","","978-1-4799-7564","10.1109/Co-HPC.2014.7","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7017957","","Power measurement;Program processors;Benchmark testing;Supercomputers;Universal Serial Bus;Random access memory;Servers","benchmark testing;embedded systems;microcontrollers;parallel processing;power aware computing","embedded high-performance cluster analysis;embedded high-performance cluster design;energy optimization;performance optimization;supercomputers;low-power embedded system;ARM development boards;HPL Linpack benchmark;STREAM benchmark;Raspberry Pi;power-aware embedded cluster computing testbed;instrumented cluster node;power measurement circuitry;cluster-wide power measurements;power-performance co-design experiments;visualization feature;thermal feature;performance feature;power feature","","10","36","","","","","","IEEE","IEEE Conferences"
"Optimization of P2P-TV traffic by means of header compression and multiplexing","I. Quintana-Ramirez; J. Saldana; J. Ruiz-Mas; L. Sequeira; J. Fernandez-Navajas; L. Casadesus","Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain; Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain; Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain; Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain; Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain; Communications Technology Group (GTC), Aragon Inst. of Engeneering Research (I3A), Dpt. IEC. Ada Byron Building, EINA University of Zaragoza, 50018, Zaragoza, Spain","2013 21st International Conference on Software, Telecommunications and Computer Networks - (SoftCOM 2013)","","2013","","","1","5","This paper studies the optimization of the traffic of a P2P-TV application (SOPCast). First, a traffic characterization is deployed, and it is observed that the service generates a high rate of small UDP packet bursts between peers. Then, an optimization method based on header compression and multiplexing is used for sending together the packets with the same destination. Two multiplexing policies are defined and tested. The first one is based on a fixed multiplexing period, and the other one defines an inter-packet time threshold, with the aim of multiplexing together a whole traffic burst. Simulations using real traffic traces of SOPCast are performed in order to estimate the expected savings for both policies. The results show that the efficiency is improved, achieving uplink bandwidth savings between 26% and 33% for the period-based policy, and roughly 35% for the policy based on a threshold. The amount of packets per second is also reduced by a factor of 10 in both cases. As a counterpart, the addition of a small retention delay is necessary, but the tests show that it does not impair user's experience.","","978-953-290-040","10.1109/SoftCOM.2013.6671891","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6671891","P2P-TV;SOPCast;header compression;multiplexing;traffic optimization","Multiplexing;Streaming media;Bandwidth;Delays;Optimization;Peer-to-peer computing;Games","IPTV;peer-to-peer computing;telecommunication traffic;transport protocols","P2P-TV traffic optimization;UDP packet;header compression;header multiplexing;interpacket time threshold;SOPCast;uplink bandwidth saving;retention delay","","","22","","","","","","IEEE","IEEE Conferences"
"Component-based approach for intelligent evaluation of complex algorithms","C. Mueller; A. Hofmeister; M. Breckner","Faculty of Informatics and Statistics, University of Economics Nám. W. Churchilla 4, 130 67 Prague; Department of Applied Informatics, Baden-Wuerttemberg Cooperative State University, Lohrtalweg 10, 74821 Mosbach; Department of Applied Informatics, Baden-Wuerttemberg Cooperative State University, Lohrtalweg 10, 74821 Mosbach","2014 IEEE 5th International Conference on Software Engineering and Service Science","","2014","","","808","811","In this paper a new approach for handling the problem of comparing different complex algorithms is proposed. The main idea behind this research is to set up a framework that can be applied to the most well-known and widely used complex algorithms. A component-based framework, IEOCA (Intelligent Evaluation of Complex Algorithms) written in Java for building and studying complex algorithms like genetic algorithms and ant colony optimization is developed. The evaluation framework provides a standard testing methodology for comparing the accuracy and performance of selected algorithms.","2327-0594;2327-0586","978-1-4799-3279-5978-1-4799-3278-8978-1-4799-3277","10.1109/ICSESS.2014.6933689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6933689","framework;evaluation;benchmark;algorithms;component-based software engineering","Software algorithms;Software;Computer architecture;Object oriented modeling;Runtime;Algorithm design and analysis;Heuristic algorithms","ant colony optimisation;genetic algorithms;Java;mathematics computing;object-oriented programming","component-based framework;intelligent evaluation of complex algorithms;IEOCA;Java;genetic algorithms;ant colony optimization","","","14","","","","","","IEEE","IEEE Conferences"
"Model-based cyber-physical system integration in the process industry","Z. Song; P. Labalette; R. Burger; W. Klein; S. Nair; S. Suresh; L. Shen; A. Canedo","Siemens Corporation, Corporate Technology; Siemens Process Industries and Drives; Siemens Process Industries and Drives; Siemens Corporation, Corporate Technology; Siemens Corporation, Corporate Technology; Siemens Corporation, Corporate Technology; Siemens Corporation, Corporate Technology; Siemens Corporation, Corporate Technology","2015 IEEE International Conference on Automation Science and Engineering (CASE)","","2015","","","1012","1017","Process industry's modern process control valves are complex Cyber-Physical Systems (CPS). A valve positioner may be connected to thousands of different types of process valves, and operate under a large variety of environmental conditions; therefore it is unfeasible to conduct exhaustive physical tests. The end user expects the system to work under any conditions and configurations and deliver high performance whenever required. This paper presents a Virtual Testing Environment (VTE) for process industry CPS performance assessment based on Amesim simulation software. A set of innovative techniques are used to effectively search for the best and worst system performances within the unlimited solution space. In order to speed up the simulation, we combine model order reduction techniques with an extensible optimizer using with different solvers as Amesim plug-ins. A Scheduler was designed to execute simulation tasks on multiple servers in parallel. This paper presents the preliminary results based on Particle Swarm Optimization (PSO) and over 5 billion configurations.","2161-8070;2161-8089","978-1-4673-8183-3978-1-4673-8182","10.1109/CoASE.2015.7294231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7294231","","Mathematical model;Valves;Software;Solid modeling;Process control;Optimization;Data models","control engineering computing;large-scale systems;particle swarm optimisation;position control;process control;production engineering computing;reduced order systems;valves","model-based cyber-physical system integration;modern process control valves;complex CPS;valve positioner;environmental condition;virtual testing environment;VTE;process industry CPS performance assessment;Amesim simulation software;system performance;model order reduction technique;extensible optimizer;Amesim plug-in;scheduler design;parallel simulation task execution;particle swarm optimization;PSO","","1","21","","","","","","IEEE","IEEE Conferences"
"Multiple Bug Spectral Fault Localization Using Genetic Programming","L. Naish; Neelofar; K. Ramamohanarao","NA; NA; NA","2015 24th Australasian Software Engineering Conference","","2015","","","11","17","Debugging is crucial for producing reliable software. One of the effective bug localization techniques is Spectral-Based Fault Localization (SBFL). It locates a buggy statement by applying an evaluation metric to program spectra and ranking program components on the basis of the score it computes. Recently, genetic programming has been proposed as a way to find good metrics. We have found that the huge search space for metrics can cause this approach to be slow and unreliable, even for relatively simple data sets. Here we propose a restricted class of ""hyperbolic"" metrics, with a small number of numeric parameters. This class of functions is based on past theoretical and empirical results. We show that genetic programming can reliably discover effective metrics over a wide range of data sets of program spectra. We evaluate the performance for both real programs and model programs with single bugs, multiple bugs, ""deterministic"" bugs and nondeterministic bugs.","1530-0803","978-1-4673-9390","10.1109/ASWEC.2015.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7365789","","Measurement;Computer bugs;Genetic programming;Reliability;Software;Debugging;Benchmark testing","genetic algorithms;program debugging;software metrics","software debugging;bug localization techniques;spectral-based fault localization;SBFL;evaluation metric;program spectra;program components ranking;genetic programming;hyperbolic metrics;deterministic bugs;nondeterministic bugs","","2","29","","","","","","IEEE","IEEE Conferences"
